orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,Moiben Health Centre,M7BDO72aXZy,Moiben Health Centre,15206,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,9
Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,Moiben Health Centre,M7BDO72aXZy,Moiben Health Centre,15206,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,2
Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,Moiben Health Centre,M7BDO72aXZy,Moiben Health Centre,15206,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,21
Kenya,Uasin Gishu County,Moiben Sub County,Moiben Ward,Moiben Health Centre,M7BDO72aXZy,Moiben Health Centre,15206,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,7
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Mokason Clinic,AVddH16Mk6o,Mokason Clinic,13819,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,IbIpYe5FyiE,Mokomoni Health Centre,13820,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,IbIpYe5FyiE,Mokomoni Health Centre,13820,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,4
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,IbIpYe5FyiE,Mokomoni Health Centre,13820,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,IbIpYe5FyiE,Mokomoni Health Centre,13820,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,7
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Mokomoni Health Centre,IbIpYe5FyiE,Mokomoni Health Centre,13820,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,5
Kenya,Lamu County,Lamu Central Sub County,Hindi Ward,Mokowe Health Centre,iOrFEBbdgPP,Mokowe Health Centre,11642,Located within Mokowe town neibouring Mokowe secondaryschool,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,8
Kenya,Lamu County,Lamu Central Sub County,Hindi Ward,Mokowe Health Centre,iOrFEBbdgPP,Mokowe Health Centre,11642,Located within Mokowe town neibouring Mokowe secondaryschool,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Molo South Dispensary,FEYDzHkCgsj,Molo South Dispensary,15214,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Molo South Dispensary,FEYDzHkCgsj,Molo South Dispensary,15214,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,5
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Molo South Dispensary,FEYDzHkCgsj,Molo South Dispensary,15214,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,2
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,7
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,2
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,2
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,4
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,2
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,4
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,2
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,66
Kenya,Nakuru County,Molo Sub County,Molo Ward,Molo Sub County Hospital,cSzox9dcQlU,Molo Sub County Hospital,15212,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,48
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Mombasa Hospital,jTY37uG4jRF,Mombasa Hospital,11643,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Mombasa Hospital,jTY37uG4jRF,Mombasa Hospital,11643,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mombasa Roadside Wellness Centre,EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mombasa Roadside Wellness Centre,EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mombasa Roadside Wellness Centre,EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,13
Kenya,Mombasa County,Changamwe Sub County,Kipevu Ward,Mombasa Roadside Wellness Centre,EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,8
Kenya,Kericho County,Kipkelion East Sub County,Chepseon Ward,Momoniat Health Centre,qXXmA7kcfgg,Momoniat Health Centre,15219,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Kericho County,Kipkelion East Sub County,Chepseon Ward,Momoniat Health Centre,qXXmA7kcfgg,Momoniat Health Centre,15219,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,7
Kenya,Kericho County,Kipkelion East Sub County,Chepseon Ward,Momoniat Health Centre,qXXmA7kcfgg,Momoniat Health Centre,15219,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,33
Kenya,Kericho County,Kipkelion East Sub County,Chepseon Ward,Momoniat Health Centre,qXXmA7kcfgg,Momoniat Health Centre,15219,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,7
Kenya,Nakuru County,Molo Sub County,Turi Ward,Mona Dispensary,DTvgI0x6sC4,Mona Dispensary,23182,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Nyamira County,Masaba North Sub County,Rigoma Ward,Mong'oni Dispensary,EVeWGkaFwhO,Mong'oni Dispensary,18576,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Nyamira County,Masaba North Sub County,Rigoma Ward,Mong'oni Dispensary,EVeWGkaFwhO,Mong'oni Dispensary,18576,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Nyamira County,Masaba North Sub County,Rigoma Ward,Mong'oni Dispensary,EVeWGkaFwhO,Mong'oni Dispensary,18576,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Nyamira County,Nyamira Sub County,Bogichora Ward,Mongorisi Health Centre,FNIEbT5nfml,Mongorisi Health Centre,16982,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Nyamira County,Nyamira Sub County,Bogichora Ward,Mongorisi Health Centre,FNIEbT5nfml,Mongorisi Health Centre,16982,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,2
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,4
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,14
Kenya,Kisii County,South Mugirango Sub County,Borabu/Chitago Ward,Monianku Health Centre,Vddks98p1ro,Monianku Health Centre,13821,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,11
Kenya,Kisii County,Bomachoge Chache Sub County,Bosoti/Sengera Ward,Moogi Dispensary,Q4B9NLzJ8LL,Moogi Dispensary,18447,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Kisii County,Bomachoge Chache Sub County,Bosoti/Sengera Ward,Moogi Dispensary,Q4B9NLzJ8LL,Moogi Dispensary,18447,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,4
Kenya,Kisii County,Bomachoge Chache Sub County,Bosoti/Sengera Ward,Moogi Dispensary,Q4B9NLzJ8LL,Moogi Dispensary,18447,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,5
Kenya,Kisii County,Bomachoge Chache Sub County,Bosoti/Sengera Ward,Moogi Dispensary,Q4B9NLzJ8LL,Moogi Dispensary,18447,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Narok County,Narok South Sub County,Loita Ward,Morijo Loita Health Centre,NG0RbMYKfZ8,Morijo Loita Health Centre,15222,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Tana River County,Bura Sub County,Sala Ward,Mororo Dispensary,HfT5PebLOf5,Mororo Dispensary,23319,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Tana River County,Bura Sub County,Sala Ward,Mororo Dispensary,HfT5PebLOf5,Mororo Dispensary,23319,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,4
Kenya,Tana River County,Bura Sub County,Sala Ward,Mororo Dispensary,HfT5PebLOf5,Mororo Dispensary,23319,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,3
Kenya,Busia County,Teso South Sub County,Chakol North Ward,Moru Karisa Dispensary,jZfUpRhqOQC,Moru Karisa Dispensary,16024,Situated off Simba chai Lukolis road about 3 KM from Ng'urapusi junction,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Busia County,Teso South Sub County,Chakol North Ward,Moru Karisa Dispensary,jZfUpRhqOQC,Moru Karisa Dispensary,16024,Situated off Simba chai Lukolis road about 3 KM from Ng'urapusi junction,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Kajiado County,Kajiado West Sub County,Mosiro Ward,Mosiro Dispensary (Kajiado West),vi6T7toguA4,Mosiro Dispensary (Kajiado West),15226,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kajiado County,Kajiado West Sub County,Mosiro Ward,Mosiro Dispensary (Kajiado West),vi6T7toguA4,Mosiro Dispensary (Kajiado West),15226,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Kajiado County,Kajiado West Sub County,Mosiro Ward,Mosiro Dispensary (Kajiado West),vi6T7toguA4,Mosiro Dispensary (Kajiado West),15226,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
Kenya,Kajiado County,Kajiado West Sub County,Mosiro Ward,Mosiro Dispensary (Kajiado West),vi6T7toguA4,Mosiro Dispensary (Kajiado West),15226,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nyamira County,Masaba North Sub County,Gesima Ward,Mosobeti Dispensary,AEMbTvt9mJT,Mosobeti Dispensary,18580,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,4
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,13
Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Mosocho Market Dispensary,VBjJasa8Ln3,Mosocho Market Dispensary,20114,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,12
Kenya,Kisii County,Bobasi Sub County,Masige West Ward,Mosora Dispensary,veSI06gBfX7,Mosora Dispensary,22450,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,11
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,55
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Mosoriot Sub County Hospital,uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,35
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Motagara Health Centre,sWOamoFT3Gc,Motagara Health Centre,20750,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Motemorabu Dispensary,IH4gWpzva9S,Motemorabu Dispensary,13824,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Motemorabu Dispensary,IH4gWpzva9S,Motemorabu Dispensary,13824,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Motemorabu Dispensary,IH4gWpzva9S,Motemorabu Dispensary,13824,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Mombasa County,Jomvu Sub County,Mikindani Ward,Mother Amadea Health Centre,V8D1wDlLKTR,Mother Amadea Health Centre,11645,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,7
Kenya,Mombasa County,Jomvu Sub County,Mikindani Ward,Mother Amadea Health Centre,V8D1wDlLKTR,Mother Amadea Health Centre,11645,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,4
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Mother Elizabeth Mugunda Dispensary,PkV1xXi0vse,Mother Elizabeth Mugunda Dispensary,10750,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Mother Elizabeth Mugunda Dispensary,PkV1xXi0vse,Mother Elizabeth Mugunda Dispensary,10750,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Mother Elizabeth Mugunda Dispensary,PkV1xXi0vse,Mother Elizabeth Mugunda Dispensary,10750,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,5
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Mother Elizabeth Mugunda Dispensary,PkV1xXi0vse,Mother Elizabeth Mugunda Dispensary,10750,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Nandi County,Chesumei Sub County,Chemundu/Kapng'etunyi Ward,Mother Franciscan Mission Health Centre,mz4h1YkqvAc,Mother Franciscan Mission Health Centre,15231,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Nandi County,Chesumei Sub County,Chemundu/Kapng'etunyi Ward,Mother Franciscan Mission Health Centre,mz4h1YkqvAc,Mother Franciscan Mission Health Centre,15231,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Nandi County,Chesumei Sub County,Chemundu/Kapng'etunyi Ward,Mother Franciscan Mission Health Centre,mz4h1YkqvAc,Mother Franciscan Mission Health Centre,15231,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,17
Kenya,Nandi County,Chesumei Sub County,Chemundu/Kapng'etunyi Ward,Mother Franciscan Mission Health Centre,mz4h1YkqvAc,Mother Franciscan Mission Health Centre,15231,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,10
Kenya,Nakuru County,Nakuru West Sub County,Kaptembwo Ward,Mother Kevin Hospital (Catholic),V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Nakuru County,Nakuru West Sub County,Kaptembwo Ward,Mother Kevin Hospital (Catholic),V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Nakuru County,Nakuru West Sub County,Kaptembwo Ward,Mother Kevin Hospital (Catholic),V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,5
Kenya,Nakuru County,Nakuru West Sub County,Kaptembwo Ward,Mother Kevin Hospital (Catholic),V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,14
Kenya,Nakuru County,Nakuru West Sub County,Kaptembwo Ward,Mother Kevin Hospital (Catholic),V5geBYzVbgD,Mother Kevin Hospital (Catholic),15232,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,15
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Moticho Health Centre,vn36KyrP17l,Moticho Health Centre,13825,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Moticho Health Centre,vn36KyrP17l,Moticho Health Centre,13825,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Moticho Health Centre,vn36KyrP17l,Moticho Health Centre,13825,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Moticho Health Centre,vn36KyrP17l,Moticho Health Centre,13825,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,16
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Moticho Health Centre,vn36KyrP17l,Moticho Health Centre,13825,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,7
Kenya,Nyamira County,Nyamira Sub County,Nyamaiya Ward,Motontera Dispensary,kB3a5DNtVlu,Motontera Dispensary,13826,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Kisii County,Bobasi Sub County,Bobasi Chache Ward,Motonto Health Centre,nwObgxUyAay,Motonto Health Centre,16984,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kisii County,Bobasi Sub County,Bobasi Chache Ward,Motonto Health Centre,nwObgxUyAay,Motonto Health Centre,16984,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Kisii County,Bobasi Sub County,Bobasi Chache Ward,Motonto Health Centre,nwObgxUyAay,Motonto Health Centre,16984,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Motosiet Health Centre,vms7BpmHunU,Motosiet Health Centre,15234,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Motosiet Health Centre,vms7BpmHunU,Motosiet Health Centre,15234,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Motosiet Health Centre,vms7BpmHunU,Motosiet Health Centre,15234,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Motosiet Health Centre,vms7BpmHunU,Motosiet Health Centre,15234,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Motosiet Health Centre,vms7BpmHunU,Motosiet Health Centre,15234,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
