orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Nakuru County,Njoro Sub County,Mauche Ward,Mauche Dispensary,Cm3cjBE7D8g,Mauche Dispensary,15159,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Taita Taveta County,Voi Sub County,Marungu Ward,Maungu Model Health Centre,OTwG6MsbpwJ,Maungu Model Health Centre,18858,Model Health Centre Near Maungu town along Mombsa  Voi high way,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,15
Kenya,Taita Taveta County,Voi Sub County,Marungu Ward,Maungu Model Health Centre,OTwG6MsbpwJ,Maungu Model Health Centre,18858,Model Health Centre Near Maungu town along Mombsa  Voi high way,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Mautuma Sub County Hospital,s7kF3iHFhmi,Mautuma Sub County Hospital,16010,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Mautuma Sub County Hospital,s7kF3iHFhmi,Mautuma Sub County Hospital,16010,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Makueni County,Makueni Sub County,Mavindini Ward,Mavindini Health Centre,My8F17h7hXs,Mavindini Health Centre,12493,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Makueni County,Makueni Sub County,Mavindini Ward,Mavindini Health Centre,My8F17h7hXs,Mavindini Health Centre,12493,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,4
Kenya,Kwale County,Samburu Sub County,Mwavumbo Ward,Mavirivirini Dispensary,LBMVkiN6Sgm,Mavirivirini Dispensary,21834,Its located off mwanda kafunduni road next to mavirivirini polytechnic,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Makueni County,Kilome Sub County,Kima Kiu/Kalanzoni Ward,Mavivye Model Health Centre,N41yfPxtAlL,Mavivye Model Health Centre,17256,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Mavoko Level 4 Hospital,bHv5fWNPV64,Mavoko Level 4 Hospital,11936,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,47
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Mavoko Level 4 Hospital,bHv5fWNPV64,Mavoko Level 4 Hospital,11936,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,34
Kenya,Kilifi County,Kilifi North Sub County,Mnarani Ward,Mavueni Dispensary,IcAY6Oco0YH,Mavueni Dispensary,18482,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Lamu County,Lamu West Sub County,Mkunumbi Ward,Mavuno Dispensary,OSL5MaJMr1X,Mavuno Dispensary,29100,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Homa Bay County,Karachuonyo Sub County,Wang'chieng Ward,Mawego Health Centre,nmHHcE1kOsS,Mawego Health Centre,13795,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,25
Kenya,Homa Bay County,Karachuonyo Sub County,Wang'chieng Ward,Mawego Health Centre,nmHHcE1kOsS,Mawego Health Centre,13795,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Mombasa County,Nyali Sub County,Mkomani Ward,Maweni CDF Dispensary,cDWVOPhvdMX,Maweni CDF Dispensary,17233,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,9
Kenya,Mombasa County,Nyali Sub County,Mkomani Ward,Maweni CDF Dispensary,cDWVOPhvdMX,Maweni CDF Dispensary,17233,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kilifi County,Malindi Sub County,Shella Ward,Maweni Community Clinic,GSMLIGa68Lp,Maweni Community Clinic,18302,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Siaya County,Bondo Sub County,North Sakwa Ward,Mawere Dispensary,q2YkoU00i0A,Mawere Dispensary,13796,in maranda Division. Near the boarder of Siaya and Bondo,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,20
Kenya,Siaya County,Bondo Sub County,North Sakwa Ward,Mawere Dispensary,q2YkoU00i0A,Mawere Dispensary,13796,in maranda Division. Near the boarder of Siaya and Bondo,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,Mayanja Dispensary,Lmx5JKQupiP,Mayanja Dispensary,16489,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,Mayanja Dispensary,Lmx5JKQupiP,Mayanja Dispensary,16489,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,7
Kenya,Busia County,Matayos Sub County,Mayenje Ward,Mayenje Dispensary,JtllB0zMEYx,Mayenje Dispensary,21042,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Mayuge Dispensary,xGjBNHxGFlj,Mayuge Dispensary,23136,Level 2 facility,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Kwale County,Kinango Sub County,Kasemeni Ward,Mazeras Health centre,pnHduTXb4hB,Mazeras Health centre,11585,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Kwale County,Kinango Sub County,Kasemeni Ward,Mazeras Health centre,pnHduTXb4hB,Mazeras Health centre,11585,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Siaya County,Alego Usonga Sub County,North Alego Ward,Mbaga Health Centre,HG5fUsbdzk6,Mbaga Health Centre,13797,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,30
Kenya,Siaya County,Alego Usonga Sub County,North Alego Ward,Mbaga Health Centre,HG5fUsbdzk6,Mbaga Health Centre,13797,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Mbagara Dispensary,ByiHGSgYyaR,Mbagara Dispensary,16011,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Mbagara Dispensary,ByiHGSgYyaR,Mbagara Dispensary,16011,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nairobi County,Kibra Sub County,Woodley/Kenyatta Golf Course Ward,Mbagathi District Hospital,mu9d9jNXA6Y,Mbagathi District Hospital,13080,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,42
Kenya,Nairobi County,Kibra Sub County,Woodley/Kenyatta Golf Course Ward,Mbagathi District Hospital,mu9d9jNXA6Y,Mbagathi District Hospital,13080,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,14
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Mbaka Oromo Health Centre,mrAt9Y3nTvD,Mbaka Oromo Health Centre,20199,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,DbCCiO4AXdh,Mbale Rural Health Training Centre,16012,SITUATED OPPOSITE MUNG'OMA CHEMIST,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,19
Kenya,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,DbCCiO4AXdh,Mbale Rural Health Training Centre,16012,SITUATED OPPOSITE MUNG'OMA CHEMIST,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,10
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Mbaruk Dispensary,KjOAVjy74vd,Mbaruk Dispensary,18824,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Embu County,Mbeere North Sub County,Nthawa Ward,Mbeere District Hospital,Kr5Vxuz1yLl,Mbeere District Hospital,16467,Public Hospital situated in Siakago Town,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,10
Kenya,Embu County,Mbeere North Sub County,Nthawa Ward,Mbeere District Hospital,Kr5Vxuz1yLl,Mbeere District Hospital,16467,Public Hospital situated in Siakago Town,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Kwale County,Matuga Sub County,Mkongani Ward,Mbegani Dispensary,Sv2N7LtmPBa,Mbegani Dispensary,23127,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Makueni County,Makueni Sub County,Mbitini Ward,Mbenuu H Centre,LNxAuLQveoD,Mbenuu H Centre,12499,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Makueni County,Makueni Sub County,Mbitini Ward,Mbenuu H Centre,LNxAuLQveoD,Mbenuu H Centre,12499,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Meru County,Tigania West Sub County,Mbeu Ward,Mbeu Sub-District Hospital,QGDYhPfwBWt,Mbeu Sub-District Hospital,12500,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Meru County,Tigania West Sub County,Mbeu Ward,Mbeu Sub-District Hospital,QGDYhPfwBWt,Mbeu Sub-District Hospital,12500,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Kiambu County,Gatundu North Sub County,Mang'u Ward,Mbici Dispensary,hOwIf7ekZ2I,Mbici Dispensary,10711,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Makueni County,Kilome Sub County,Kasikeu Ward,Mbiini Dispensary,SHtOnM2wBUO,Mbiini Dispensary,19987,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kwale County,Kinango Sub County,Ndavaya Ward,Mbita Dispensary,wXwH1HE5zBG,Mbita Dispensary,21258,Along mbita nyango road,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Embu County,Mbeere South Sub County,Mbeti South Ward,Mbita Dispensary ( Mbeere ),INZIdiVcdZp,Mbita Dispensary ( Mbeere ),12501,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,95
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,14
Kenya,Makueni County,Kibwezi West Sub County,Emali/Mulala Ward,Mbitini Catholic Dispensary,Q0WwPORvQYR,Mbitini Catholic Dispensary,12502,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kitui County,Kitui Rural Sub County,Mbitini Ward,Mbitini Health Centre,x8kNXLmgEDu,Mbitini Health Centre,12521,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,7
Kenya,Kitui County,Kitui Rural Sub County,Mbitini Ward,Mbitini Health Centre,x8kNXLmgEDu,Mbitini Health Centre,12521,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Machakos County,Mwala Sub County,Mbiuni Ward,Mbiuni Health Centre,V0TLwliVcEl,Mbiuni Health Centre,12503,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Nandi County,Tinderet Sub County,Tinderet Ward,Mbogo Valley Dispensary,Yq3aTkXLPJu,Mbogo Valley Dispensary,15164,Dispensary,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Subukia Sub County,Waseges Ward,Mbogoini Health Centre,UiuRqwz4EGL,Mbogoini Health Centre,15165,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nakuru County,Subukia Sub County,Waseges Ward,Mbogoini Health Centre,UiuRqwz4EGL,Mbogoini Health Centre,15165,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Embu County,Mwea Sub County,Makima Ward,Mbondoni Dispensary,Pf6O7e2obMA,Mbondoni Dispensary,12505,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Kitui County,Mwingi West Sub County,Kiomo/Kyethani Ward,Mbondoni Health Centre,CQHJigpFnWc,Mbondoni Health Centre,16246,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Embu County,Mwea Sub County,Mwea Ward,Mbonzuki Dispensary,tkWVWdSzZCJ,Mbonzuki Dispensary,12506,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Embu County,Mwea Sub County,Mwea Ward,Mbonzuki Dispensary,tkWVWdSzZCJ,Mbonzuki Dispensary,12506,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Makueni County,Mbooni Sub County,Mbooni Ward,Mbooni Sub County Hospital,pCUabLDKcQM,Mbooni Sub County Hospital,12508,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,21
Kenya,Makueni County,Mbooni Sub County,Mbooni Ward,Mbooni Sub County Hospital,pCUabLDKcQM,Mbooni Sub County Hospital,12508,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,8
Kenya,Meru County,Buuri East Sub County,Kibirichia Ward,Mboroga Dispensary,VbYot2ROb2I,Mboroga Dispensary,17287,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kwale County,Matuga Sub County,Tsimba Golini Ward,Mbuguni Dispensary,UpSJbkTCmSw,Mbuguni Dispensary,11590,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Makueni County,Kibwezi West Sub County,Kikumbulyu South Ward,Mbui-Nzau Dispensary,geAHgPpQwLl,Mbui-Nzau Dispensary,20796,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Makueni County,Kaiti Sub County,Kilungu Ward,Mbuini Dispensary,QxHey77ojl7,Mbuini Dispensary,16968,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Taita Taveta County,Voi Sub County,Ngolia Ward,Mbulia Dispensary,rwi0IMJ2HhP,Mbulia Dispensary,11591,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Mombasa County,Nyali Sub County,Kadzandani Ward,Mbungoni Catholic Dispensary (CBHC),hJ2Hv8MfMKI,Mbungoni Catholic Dispensary (CBHC),18043,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,27
Kenya,Mombasa County,Likoni Sub County,Mtongwe Ward,Mbuta Model Health Centre,DkqZGBy1IPy,Mbuta Model Health Centre,11592,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,14
Kenya,Mombasa County,Likoni Sub County,Mtongwe Ward,Mbuta Model Health Centre,DkqZGBy1IPy,Mbuta Model Health Centre,11592,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,10
Kenya,Makueni County,Makueni Sub County,Kathonzweni Ward,Mbuvo Health Centre,geOkVvPwlny,Mbuvo Health Centre,20271,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Makueni County,Makueni Sub County,Kathonzweni Ward,Mbuvo Health Centre,geOkVvPwlny,Mbuvo Health Centre,20271,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Mbuwani Dispensary,gwB2ZiLFNyy,Mbuwani Dispensary,11593,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Bungoma County,Kanduyi Sub County,East Sang'alo Ward,Mechimeru Model Health Center,C5PLq7spOnB,Mechimeru Model Health Center,16014,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,13
Kenya,Bungoma County,Kanduyi Sub County,East Sang'alo Ward,Mechimeru Model Health Center,C5PLq7spOnB,Mechimeru Model Health Center,16014,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,9
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Med 25 International Kenya,WNMTHpw5zHA,Med 25 International Kenya,17690,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,22
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Med 25 International Kenya,WNMTHpw5zHA,Med 25 International Kenya,17690,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,rxESvHl3vVu,Medical Link Integrated Health Program,19493,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nyamira County,Manga Sub County,Manga Ward,Medicare Medical Clinic,yHZp8VN4Z0I,Medicare Medical Clinic,13801,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Garissa County,Garissa Sub County,Galbet Ward,Medina Health Centre,Y2bOKooRPaH,Medina Health Centre,13408,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kericho County,Ainamoi Sub County,Kipchebor Ward,Medistar Annex Kericho Ltd,J1uEk0x8U2W,Medistar Annex Kericho Ltd,24815,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Mombasa County,Nyali Sub County,Kadzandani Ward,Meditrust Health Care Services,JFawTT0Jmxy,Meditrust Health Care Services,18040,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nairobi County,Dagoretti North Sub County,Kileleshwa Ward,Melchezedek Hospital,O8JiuIlnJqW,Melchezedek Hospital,13086,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Laikipia County,Laikipia West Sub County,Marmanet Ward,Melwa Health Centre,R0DV22i3suI,Melwa Health Centre,15170,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Laikipia County,Laikipia West Sub County,Marmanet Ward,Melwa Health Centre,R0DV22i3suI,Melwa Health Centre,15170,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nakuru County,Nakuru North Sub County,Kiamaina Ward,Menengai Crater Dispensary,GqV92emjJFN,Menengai Crater Dispensary,18688,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,Menengai Dispensary,iuldhpF2IHo,Menengai Dispensary,20138,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,Menengai Dispensary,iuldhpF2IHo,Menengai Dispensary,20138,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Mercy Dispensary,BgSvoiad9lC,Mercy Dispensary,15173,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Baringo County,Koibatek Sub County,Ravine Ward,Mercy Hospital,dcnhTpMFSDo,Mercy Hospital,15174,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,11
Kenya,Baringo County,Koibatek Sub County,Ravine Ward,Mercy Hospital,dcnhTpMFSDo,Mercy Hospital,15174,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Merewet Dispensary,SZSRCK3TjZN,Merewet Dispensary,15177,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Merewet Dispensary,SZSRCK3TjZN,Merewet Dispensary,15177,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Nairobi County,Langata Sub County,Nairobi West Ward,Meridian Equator Hospital,D1sJppq7GNI,Meridian Equator Hospital,13109,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Bomet County,Bomet East Sub County,Merigi Ward,Merigi Health Centre,aL5ylUzJokH,Merigi Health Centre,15178,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Bomet County,Bomet East Sub County,Merigi Ward,Merigi Health Centre,aL5ylUzJokH,Merigi Health Centre,15178,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Merto Dispensary,UNWE8sXbjqD,Merto Dispensary,15179,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Meru County,Imenti North Sub County,Municipality Ward,Meru District Hospital,uwvOG2N2Cmt,Meru District Hospital,12516,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,66
Kenya,Meru County,Imenti North Sub County,Municipality Ward,Meru District Hospital,uwvOG2N2Cmt,Meru District Hospital,12516,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,18
Kenya,Kajiado County,Kajiado East Sub County,Kenyawa-poka Ward,Merueshi Village Community Health Centre,ToCPzsCXUMU,Merueshi Village Community Health Centre,15180,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kajiado County,Kajiado East Sub County,Kenyawa-poka Ward,Merueshi Village Community Health Centre,ToCPzsCXUMU,Merueshi Village Community Health Centre,15180,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Kajiado County,Loitokitok Sub County,Entonet/Lenkism Ward,Meshenani Dispensary,TfbRjlGlaya,Meshenani Dispensary,TfbRjlGlaya,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Metaburo Health Centre,KK1WcZXESxW,Metaburo Health Centre,13802,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nandi County,Tinderet Sub County,Tinderet Ward,Meteitei Sub-District Hospital,h3ZRAclZqK8,Meteitei Sub-District Hospital,15181,Sub-County Hospital,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,10
Kenya,Nandi County,Tinderet Sub County,Tinderet Ward,Meteitei Sub-District Hospital,h3ZRAclZqK8,Meteitei Sub-District Hospital,15181,Sub-County Hospital,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,Meto Dispensary,NllZFLIZezD,Meto Dispensary,15182,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,Meto Dispensary,NllZFLIZezD,Meto Dispensary,15182,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,7
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Metropolitan Hospital Nairobi,Hu1BwBlNLr6,Metropolitan Hospital Nairobi,13090,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Njoro Sub County,Mau Narok Ward,Metta Dispensary,sKcpukJoSY4,Metta Dispensary,15183,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Taita Taveta County,Wundanyi Sub County,Mwanda/Mgange Ward,Mgange Dawida Dispensary,iZg0Knh5nhS,Mgange Dawida Dispensary,11602,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kitui County,Kitui Central Sub County,Miambani Ward,Miambani Health Centre,ZSphtl0DYFq,Miambani Health Centre,12519,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kitui County,Kitui Central Sub County,Miambani Ward,Miambani Health Centre,ZSphtl0DYFq,Miambani Health Centre,12519,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Meru County,Tigania West Sub County,Kianjai Ward,Miathene District Hospital,pP9chFqKMHb,Miathene District Hospital,16234,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Meru County,Tigania West Sub County,Kianjai Ward,Miathene District Hospital,pP9chFqKMHb,Miathene District Hospital,16234,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Bomet County,Konoin Sub County,Boito Ward,Michira Dispensary,oplIvLzxuNl,Michira Dispensary,18072,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Bomet County,Konoin Sub County,Boito Ward,Michira Dispensary,oplIvLzxuNl,Michira Dispensary,18072,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
