orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
Kenya,Kajiado County,Kajiado North Sub County,Olkeri Ward,Matasia Health Centre,CjFtrjWKuOg,Matasia Health Centre,22612,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kajiado County,Kajiado North Sub County,Olkeri Ward,Matasia Health Centre,CjFtrjWKuOg,Matasia Health Centre,22612,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9
Kenya,Kajiado County,Kajiado North Sub County,Olkeri Ward,Matasia Health Centre,CjFtrjWKuOg,Matasia Health Centre,22612,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Kajiado County,Kajiado North Sub County,Olkeri Ward,Matasia Nursing Home,qXsAxUYj0Ji,Matasia Nursing Home,15153,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kajiado County,Kajiado North Sub County,Olkeri Ward,Matasia Nursing Home,qXsAxUYj0Ji,Matasia Nursing Home,15153,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,2
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,2
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,8
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Matata Nursing Hospital,GSBiP2fM5zp,Matata Nursing Hospital,13789,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16
Kenya,Busia County,Matayos Sub County,Matayos South Ward,Matayos Health Centre,Ki3E4GNuj27,Matayos Health Centre,16004,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Busia County,Matayos Sub County,Matayos South Ward,Matayos Health Centre,Ki3E4GNuj27,Matayos Health Centre,16004,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Busia County,Matayos Sub County,Matayos South Ward,Matayos Health Centre,Ki3E4GNuj27,Matayos Health Centre,16004,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,9
Kenya,Busia County,Matayos Sub County,Matayos South Ward,Matayos Health Centre,Ki3E4GNuj27,Matayos Health Centre,16004,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25
Kenya,Busia County,Matayos Sub County,Matayos South Ward,Matayos Health Centre,Ki3E4GNuj27,Matayos Health Centre,16004,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Isiolo County,Isiolo Sub County,Bulla Pesa Ward,Matercare Maternity Hospital,U1dmKS7JQOp,Matercare Maternity Hospital,19912,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Isiolo County,Isiolo Sub County,Bulla Pesa Ward,Matercare Maternity Hospital,U1dmKS7JQOp,Matercare Maternity Hospital,19912,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Isiolo County,Isiolo Sub County,Bulla Pesa Ward,Matercare Maternity Hospital,U1dmKS7JQOp,Matercare Maternity Hospital,19912,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9
Kenya,Isiolo County,Isiolo Sub County,Bulla Pesa Ward,Matercare Maternity Hospital,U1dmKS7JQOp,Matercare Maternity Hospital,19912,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,7
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,32
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Mathare 3A (EDARP),QyiacDkIae3,Mathare 3A (EDARP),13075,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Mathare 3A (EDARP),QyiacDkIae3,Mathare 3A (EDARP),13075,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Mathare 3A (EDARP),QyiacDkIae3,Mathare 3A (EDARP),13075,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,35
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Mathare 3A (EDARP),QyiacDkIae3,Mathare 3A (EDARP),13075,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,27
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Mathare Football For Hope,Nagz0cfJyr2,Mathare Football For Hope,20096,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Mathare Football For Hope,Nagz0cfJyr2,Mathare Football For Hope,20096,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,15
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Mathare Football For Hope,Nagz0cfJyr2,Mathare Football For Hope,20096,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,35
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,61
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,18
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathare Police Depot,bT26O2JfFSB,Mathare Police Depot,13078,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathare Police Depot,bT26O2JfFSB,Mathare Police Depot,13078,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathare Police Depot,bT26O2JfFSB,Mathare Police Depot,13078,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,8
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,4
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,87
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,51
Kenya,Muranga County,Kahuro Sub County,Murarandia Ward,Matharite Dispensary,opxZultu9xu,Matharite Dispensary,10706,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Mathigu Road Medical Clinic,NhONNwKukSb,Mathigu Road Medical Clinic,18106,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,Mathuki Health Centre,lkweBoYBFex,Mathuki Health Centre,12483,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,Mathuki Health Centre,lkweBoYBFex,Mathuki Health Centre,12483,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,Mathuki Health Centre,lkweBoYBFex,Mathuki Health Centre,12483,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,Mathuki Health Centre,lkweBoYBFex,Mathuki Health Centre,12483,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,18
Kenya,Kitui County,Mwingi Central Sub County,Mui Ward,Mathuki Health Centre,lkweBoYBFex,Mathuki Health Centre,12483,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Siaya County,Ugenya Sub County,Ukwala Ward,Matibabu Ukwala Clinic,YdthQZVh45c,Matibabu Ukwala Clinic,17529,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,8
Kenya,Siaya County,Ugenya Sub County,Ukwala Ward,Matibabu Ukwala Clinic,YdthQZVh45c,Matibabu Ukwala Clinic,17529,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Siaya County,Ugenya Sub County,Ukwala Ward,Matibabu Ukwala Clinic,YdthQZVh45c,Matibabu Ukwala Clinic,17529,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25
Kenya,Siaya County,Ugenya Sub County,Ukwala Ward,Matibabu Ukwala Clinic,YdthQZVh45c,Matibabu Ukwala Clinic,17529,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Makueni County,Kibwezi West Sub County,Emali/Mulala Ward,Matiku Dispensary,zEsCyTt10nL,Matiku Dispensary,21915,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,18
Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Matiliku Sub County Hospital,YBUNnyEh8fI,Matiliku Sub County Hospital,12485,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,12
Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,Matinyani Health Centre,km06lXUQMHh,Matinyani Health Centre,12486,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,Matinyani Health Centre,km06lXUQMHh,Matinyani Health Centre,12486,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,Matinyani Health Centre,km06lXUQMHh,Matinyani Health Centre,12486,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,Matinyani Health Centre,km06lXUQMHh,Matinyani Health Centre,12486,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8
Kenya,Kitui County,Kitui West Sub County,Matinyani Ward,Matinyani Health Centre,km06lXUQMHh,Matinyani Health Centre,12486,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Matioli Dispensary,aldqNnKJgrg,Matioli Dispensary,16006,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Matioli Dispensary,aldqNnKJgrg,Matioli Dispensary,16006,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Matisi Dispensary,NGBt4NdgGMN,Matisi Dispensary,21187,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Matisi Dispensary,NGBt4NdgGMN,Matisi Dispensary,21187,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Matisi Dispensary,NGBt4NdgGMN,Matisi Dispensary,21187,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Matisi Dispensary,NGBt4NdgGMN,Matisi Dispensary,21187,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kilifi County,Magarini Sub County,Adu Ward,Matolani Dispensary,znBMfGldUnB,Matolani Dispensary,11578,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Lamu County,Lamu Central Sub County,Mkomani Ward,Matondoni Dispensary,XvDFiWvnDCz,Matondoni Dispensary,11579,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kisii County,Kitutu Chache South Sub County,Bogeka Ward,Matongo Dispensary,VdppIFvYta4,Matongo Dispensary,13790,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kisii County,Kitutu Chache South Sub County,Bogeka Ward,Matongo Dispensary,VdppIFvYta4,Matongo Dispensary,13790,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Kisii County,Kitutu Chache South Sub County,Bogeka Ward,Matongo Dispensary,VdppIFvYta4,Matongo Dispensary,13790,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Kisii County,Kitutu Chache South Sub County,Bogeka Ward,Matongo Dispensary,VdppIFvYta4,Matongo Dispensary,13790,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,18
Kenya,Kisii County,Kitutu Chache South Sub County,Bogeka Ward,Matongo Dispensary,VdppIFvYta4,Matongo Dispensary,13790,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,SWDBkgq9Eqe,Matongo Health Centre,13791,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,SWDBkgq9Eqe,Matongo Health Centre,13791,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,SWDBkgq9Eqe,Matongo Health Centre,13791,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,SWDBkgq9Eqe,Matongo Health Centre,13791,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,20
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Matoso Health Clinic,bi747puqsrA,Matoso Health Clinic,13793,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,27
Kenya,Kilifi County,Kilifi North Sub County,Matsangoni Ward,Matsangoni Model Health Centre,ttGIIqGqFOt,Matsangoni Model Health Centre,11580,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14
Kenya,Kwale County,Matuga Sub County,Waa Ng'ombeni Ward,Matuga Dispensary,eJFV4QoSfJT,Matuga Dispensary,11581,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kwale County,Matuga Sub County,Waa Ng'ombeni Ward,Matuga Dispensary,eJFV4QoSfJT,Matuga Dispensary,11581,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3
Kenya,Bungoma County,Webuye West Sub County,Matulo Ward,Matulo Dispensary,L5iJ74Rc587,Matulo Dispensary,16389,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
Kenya,Bungoma County,Webuye West Sub County,Matulo Ward,Matulo Dispensary,L5iJ74Rc587,Matulo Dispensary,16389,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10
Kenya,Bungoma County,Webuye West Sub County,Matulo Ward,Matulo Dispensary,L5iJ74Rc587,Matulo Dispensary,16389,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10
Kenya,Trans Nzoia County,Endebess Sub County,Matumbei Ward,Matumbei Dispensary,tbxhIQ6JM0B,Matumbei Dispensary,22569,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Trans Nzoia County,Endebess Sub County,Matumbei Ward,Matumbei Dispensary,tbxhIQ6JM0B,Matumbei Dispensary,22569,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kwale County,Samburu Sub County,Mwavumbo Ward,Matumbi Dispensary,JUML6lzisNI,Matumbi Dispensary,18095,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Kwale County,Samburu Sub County,Mwavumbo Ward,Matumbi Dispensary,JUML6lzisNI,Matumbi Dispensary,18095,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity Home,zRb4VBix3Qg,Matunda Maternity Home,16007,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity Home,zRb4VBix3Qg,Matunda Maternity Home,16007,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity Home,zRb4VBix3Qg,Matunda Maternity Home,16007,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity Home,zRb4VBix3Qg,Matunda Maternity Home,16007,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Trans Nzoia County,Kiminini Sub County,Nabiswa Ward,Matunda Sub County Hospital,ofrW88rUDJw,Matunda Sub County Hospital,16364,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
