organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
NsOtD5QOM4t,Kairuri Health Centre,12130,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
E5KIT8GkN4q,Kajiado (AIC) Dispensary,14650,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,49
tGLKciw2MGf,Kajiado County Referral Hospital,14652,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,35
kWzAmRGUHal,Kakamega Forest Dispensary,15914,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
RUhEEE3keZi,Kakeani Health Centre,12134,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
Wj1gBKsF1lB,Kakuma Mission Hospital,14655,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
zAPJPYf65xo,Kakuyuni Health Centre,16433,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
e7MYm1LjA3C,Kalaacha Dispensary,14657,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
sVmlP6GIQmS,Kalalu Dispensary,14659,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
SkQZUBdlpnz,Kalamba (AIC) Dispensary,17431,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
JeuBdNUUREJ,Kalimoni Mission Hospital (Juja),10438,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,65
N636nMR9Hsh,Kalokol (AIC) Health Centre,14663,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,33
h30PQ7TRRWD,Kaloleni Dispensary,12998,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
xhfTwAI9TDu,Kalulini Health Centre (Kibwezi),12156,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
cgGKqOQ5YLB,Kambajo Dispensary,13651,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
s11x854JKz0,Kambandi Dispensary,12162,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Qv92hTqycLz,Kambi Ya Waya Dispensary,20771,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
qknYkm1vsuY,Kambiri Health Centre,15916,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
QUEf4kJAS00,Kambu Catholic Dispensary,11962,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
ec7ckAJP9J8,Kambu Sub County Hospital,18596,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
BpupuJNnQGM,Kamukuywa Dispensary,18346,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
NCEgLpQqqXx,Kamuwongo Health Centre,12169,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
lnxSW2jBvnL,Kamwingi Dispensary,14679,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
y3pJobALcY5,Kamwosor Sub County hospital,14680,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
ZZujQQAMYSq,KANCO DIC Kakamega,21802,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ESoLRozyeZs,Kanco Wellness Centre Mariakani,22024,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
VdAAkjhq6Fk,Kandara sub county hospital,10459,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,64
E8uyiuF3BqN,Kandege Dispensary,13652,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
xAqqRiXjUW3,Kandiege Sub-District Hospital,13653,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
v3wxgh8Do9U,Kangaru Dispensary (Kirinyaga),10468,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
y42Usl6TdyJ,Kangemi Health Centre,13001,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
P8adKzBQMxY,Kangir Dispensary,20169,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
F9IW97vowsp,Kangundo Sub county Hospital,12177,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
bPZ69knb5B8,Kanjinji Dispensary,10436,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
OhVOBYmtprM,Kanyagwal Dispensary,13654,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
fKR3N7cmgQl,Kanyakine District Hospital,12181,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
lYQGgd4vdRL,Kanyangi Sub County Hospital,12184,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
R41QQ3YpoYu,Kanyuambora Dispensary,12185,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
pKwQQQX1kLw,Kanziku Health Centre,12190,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
WjEssqA66dw,Kapcherop Health centre,14695,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
FabEx0uwlU4,Kapenguria County Referral Hospital,14701,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1065
nw9YVA9Tx6R,Kapiyo Health Centre,13655,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
cqhuJyqvQEI,Kapkangani Health Centre,14704,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,456
xq0lRpKYnEm,Kapkateny Dispensary,15922,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
SofFIp5ILCw,Kapkoros Sub-county hospital,14728,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,87
BsRAEfmFfM3,Kapkures Health Centre (Nakuru west),14733,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
DZ6jQqCN4Zo,Kaplamai Health Centre,14734,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
Epg5CqAuaHn,Kaplong Hospital,14741,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,117
P4bWQeI57XU,Kapsara Sub County Hospital,14753,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
syjqhftfG5l,Kapsowar (AIC) Hospital,14767,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
WmVkqxdy4xB,Kapsoya Health Centre,14769,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,367
pIRUamww2Tr,Kaptama Health Centre,22508,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,56
ZgIQK8SUYZN,Kapteldon Health Centre,14779,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,66
x7ruP7fXiZQ,Kapteren Health Centre,14781,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ev7vSNwz1Gm,Kaptisi Dispensary,16457,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
c5oIJVPmQ7m,Kapyemit Dispensary,14799,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
am3tU3bLhO8,Karama Health Centre,12195,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
bLeCBUFM3wP,Karatina Sub-county Hospital,10485,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25
vzZ53lAMdJp,Karatu health centre,10489,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
pvtkOPp8UE4,Karau Health Centre,12198,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
Waoec9qt8ol,Karima Dispensary (Bungoma),15927,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
EEKdchSCqh9,Kariobangi EDARP,18743,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,75
iBcBmbBexUS,Kariobangi Health Centre,13006,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,74
tlOLq1sNrig,Kariobangi South Clinic,17434,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
kjk57sOcpCK,Karunga Health Centre,14805,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
NRf14PUD9xc,Karungu Sub-County Hospital,13656,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,45
Pa9tT2RsExD,Karuoth Dispensary,17533,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
JQnQJCpt8av,Karura Health Centre,13009,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
zYFy90m10i1,Karuri Level 4 Hospital,10507,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
tgcsqKSppEP,Kasaala Health Centre,12204,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
FGeEpfWlpMJ,Kasarani Health Centre,13010,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
MGOxlVHWhrP,Kasarani Maternity,13011,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
hJhI78dHfsd,Kasewe Health Centre,20153,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
EUJpFi9eVHO,Kasikeu Health Centre,12208,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
LT6XGXS57II,Kasuku Health Centre,10509,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
hiLD4yCxIAC,Katakani Dispensary,12213,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
GPXXnUS62UB,Katangi Health Centre,12215,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
hORllbg4SRu,Katani Dispensary,12217,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
jSOWQUkhPVF,Kathangacini Dispensary,12222,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
p6OOqwGbiA0,Kathiani Sub County Hospital,12230,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,35
G9Fbh4fc5zU,Kathonzweni Health Centre,12236,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
BAtfedDlU9v,Katilini Health Centre,12241,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
CZEFya4R7Q9,Katolo-Manyatta Dispensary,18421,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
VgkdbpChtIJ,Katulani Sub County Hospital (Kitui),16991,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
S4GqmehPtUY,Katyethoka Health Centre,12251,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
lCVPvilzEK3,Kayaya Dispensary,16710,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
wWnSMqLNWOk,Kayole I Health Centre,13015,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,83
W9Yb3HlYhsB,Kedowa Dispensary,14824,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,27
NoZjHcIDHGW,Kegonga Sub County Hospital,13663,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
dwu3NQizNkT,Kehancha Sub-County Hospital,13726,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,51
arsnCibtzLl,Keiyo Dispensary,19752,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
zAs4m0LzAxE,Kemeloi Health Centre,14825,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ide1oUojpWU,Kemri VCT,13019,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,34
EhJ2SBfPRSW,Kendu Adventist Hospital,13667,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,80
lobiB7sMHcN,Kendu Sub-District Hospital,13668,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
d78UcfovIJh,Kenya Police College Dispensary,10517,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ZWwPSTkiLWX,Kenyatta National Hospital,13023,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,201
tKlvNnIuqxp,Kenyatta University Dispensary,13024,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
tLkJI8eWdZu,Kenyatta University Teaching Refferal and Research Hospital,24979,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31
IgrMpQRUx5y,Kericho County Referral Hospital,14831,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
g7xqdKIgNEW,Kericho GK Prisons Medium Dispensary,18616,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,120
eJUE6DjzQZr,Keringet Health Centre,14837,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
SFjMLzXWaWY,Kesses Health Centre,14841,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,635
sgKiVsxPcyB,Keumbu Sub County Hospital,13680,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
r5bAjjkOcRq,Khalaba Health Centre,15931,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
tqOO4WrOA1L,Khalala Dispensary,18362,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
OwaQqvBExjF,Khasoko Health Centre,15935,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
TJnBh1U3GEs,Khunyangu Sub County Hospital,15939,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
kyuG50xCh7R,Khwisero Level IV Hospital,15940,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
xDYrSeSD4g7,Kiambere Health Centre,16465,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
X3m67s9fYES,Kiambu County Referal Hospital,10539,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,295
tZI3qaQTpAr,Kiamokama Health Centre,13683,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
ba63sP0ArOy,Kiandutu Health Centre,16814,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
BtwDZaEdUuW,Kiangai Health Centre,10556,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
TpILSUucrQK,Kiangondu Dispensary,12277,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
MxxUSfpmXEr,Kianjokoma Sub-District Hospital,12279,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ZxtXqRoon59,Kianungu Dispensary,23198,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
pmQ2ac5Xxe9,Kiaragana Dispensary,10566,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
E7Y4bV5AjJV,Kiasa Health Center,13686,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
WbXUhoNpJSk,Kibabii Health Centre,15941,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,47
PZKXP2PYFKX,Kibera Community Health Centre (Amref),13028,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,145
mi7ORwgRy3S,Kibera D.O. Dispensary,13029,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
jTfjpQwY6O2,Kibera South Health Centre,13030,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
SXegfern6PF,Kibigori Dispensary,13687,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,567
xlpkJEXcIDZ,Kibisi Dispensary,15943,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
tWQw1jmjWO4,Kibogo Dispensary,13688,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,79
CHbzT0LTnWD,Kibos Sugar Research Dispensary,13689,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
K2ONWpvXjM9,Kibugua Health Centre,12288,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
T9Z9ITASXzK,Kibuke Dispensary,15944,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
MKRHQqll4ly,Kibwareng Health Centre,14857,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
dzNztOh9T5P,Kibwezi Sub County Hospital,12291,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,62
APdt9R69Ycb,Kiembe Health Centre,18077,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
EZAag3FkBnY,Kiganjo dispensary,10581,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
F7WS5lx7cG9,Kiganjo Health Centre,10582,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
L4zWxlDYQw2,Kigumo Health Centre (Kiambu East),10587,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
kwfaPwzZVfv,Kigwa Health Centre,13691,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
bxheWBppb9H,Kihara Sub County Hospital,10591,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,48
HVOJPKtJhsG,Kijabe (AIC) Hospital,10602,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,32
IIw7XjguWks,Kijabe (AIC) Hospital Marira Medical Clinic,10693,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
OQ9TVd3E10r,Kijani (Mirera) Dispensary,17821,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
pjoG55x2KMq,Kikoko Mission Hospital,12306,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
oRpe6aFLs6e,Kikumini Dispensary (Makueni),17147,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
HO8XXXER1ZS,Kikuyu (PCEA) Hospital,10603,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
OjwX5IrpWkM,Kilala Health Centre,12309,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
nyNZg4aC19J,Kilibwoni Health Centre,14866,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,171
HVsXeh7EatU,Kilifi County Hospital,11474,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
S6X2QNJUj2g,Kilimangodo Dispensary,11476,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
DdPmglUPme3,Kilingili Health Centre,15945,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
OwA3FdxjmkQ,Kima Mission Hospital,15946,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
XbRB4QvjEBy,Kimaeti Health centre,15947,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
Bs89THDd5QL,Kimilili Subcounty Hospital,15950,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
zWZORu6JmAJ,Kiminini Health Centre,16362,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,74
ip99gwAbUNT,Kimondo Dispensary,14877,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
p0zbkFwLKIu,Kimonge Health Centre,13693,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
trxPkQIiUSK,Kina Dispensary,12319,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
ENlNLYthtQS,Kinanie Health centre,12321,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
aSPafr5E6SG,Kinasia Dispensary,13694,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,56
SfBpKeRccBa,King'wal Dispensary,14887,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
wEmj5Y6nGNJ,Kinondo Kwetu Community Clinic,16547,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
LPKh4nXw3jE,Kipingi Dispensary,16269,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
RyQUcptH76k,Kipkabus Health Centre,14893,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
OHq3zKIA0G5,Kipsitet Dispensary,14919,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,356
Kx6at9voElM,Kiptangwanyi Health Center,14926,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
bnQePNfUZB8,Kiptere Dispensary,14928,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,45
XIQZfo5zeey,Kisasi Health Centre (Kitui Rural),12340,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
RztzXSmM6Zu,Kisau Sub County Hospital,12341,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
bHyL9kqP653,Kisauni Drop In VCT,17623,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
OfxfIsa0tyF,Kisegi Sub-District Hospital,13701,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
rN5sJaVjJ74,Kisii GK Prisons Dispensary,13580,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,263
SAca0wPRzA8,Kisii Teaching And Referral Hospital (Level 6),13703,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
CSFHkngjmkK,Kisiiki Dispensary,12347,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
uBfCuhllvg3,Kisumu County Hospital,13704,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,88
zPojcAQtw2L,Kitale County Referral Hospital,14947,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3259
urIldNWP4HY,Kitare Health Centre,13705,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,55
xhHjvCDE41i,Kitengela Centre of Hope Medical Clinic,18401,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
NZvCs24o5N5,Kitengela Medical Services (Kajiado),18976,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,201
f3XukP1v8uT,Kitere Health Centre,17341,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
va6fJWbks2A,Kithuki Health Centre,12360,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
rIWFCNNTQfN,Kitise Health Centre,12365,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
dtWdw8ogYzJ,Kitui County Referral Hospital,12366,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
syMX95GoW0g,Kituka Dispensary,13706,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
g27gQOqTAkv,Kitum Dispensary,18216,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
w0QBLXNdhK1,Kiumbu Health Centre,10641,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
CUebFxNlAzb,Kivaani Health Centre,12376,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
ekQxVaIMErv,Kivuli Dispensary,13036,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
K5ySjINF4J7,Kiwa Island Health Centre,13707,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
FYGO2TZZWuq,Kiwandani Dispensary,11493,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
xfNWSEyv3de,Kobodo Dispensary,20241,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
eOljZ3zFCf9,Kobos Health Centre,14958,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
HRO9wJXbEjN,Kobujoi Mission Health Centre,14960,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
KPgXAJQ4rkD,Kodingo Health Centre,13727,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
KgZZAFbhdee,Koduogo Health Centre,19861,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
XZwiXe6lGnE,Kogelo Dispensary,13710,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
JvTAtefBKPX,Kogweno Oriang' Dispensary,13711,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
