id,name,lastUpdated,created,shortName,displayName,displayShortName,displayNumeratorDescription,denominatorDescription,displayDenominatorDescription,numeratorDescription,dimensionItem,displayFormName,numerator,denominator,dimensionItemType,indicatorType,indicatorGroups
"aIXY3yQodkA","MOH 643 FCDRR-Qty for resupply_Immersion Oil","2017-02-01T21:56:25.781000Z","2016-06-20T06:55:27.510000Z","MOH 643 FCDRR-Qty for resupply_Immersion Oil","MOH 643 FCDRR-Qty for resupply_Immersion Oil","MOH 643 FCDRR-Qty for resupply_Immersion Oil","MOH 643 FCDRR-Qty for resupply_Immersion Oil","null","null","MOH 643 FCDRR-Qty for resupply_Immersion Oil","aIXY3yQodkA","MOH 643 FCDRR-Qty for resupply_Immersion Oil","(#{OZ2mmwc0LT1.OV0KZq0N7Pf}*4)-#{OZ2mmwc0LT1.B1sPPfIobef}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aJmN2NwbmzR","Female 10-14yrs tested for HIV (PTB-)","2020-09-18T10:14:31.287000Z","2012-11-06T14:31:10.713000Z","Female 10-14yrs HIV","Female 10-14yrs tested for HIV (PTB-)","Female 10-14yrs HIV","Female 10-14 yrs tested for HIV (PTB-)","Female 10-14 All New PTB-","Female 10-14 All New PTB-","Female 10-14 yrs tested for HIV (PTB-)","aJmN2NwbmzR","Female 10-14yrs tested for HIV (PTB-)","#{DGOE9qBg0S9.evzSmUUZM1g}","#{u8dU1LPUUWD.evzSmUUZM1g}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"AjxP6vi5PUZ","EAC Measles dose given under one year","2017-02-01T21:56:23.882000Z","2014-04-23T15:40:37.786000Z","Measles dose < 1 yr","EAC Measles dose given under one year","Measles dose < 1 yr","measles dose under one year","","","measles dose under one year","AjxP6vi5PUZ","EAC Measles dose given under one year","#{sRbqc5gBQhI.ieuodyY5ybC}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"Ak6JvvdNbSB","IDSR Malaria Tested Positive (Revised)","2021-01-26T23:31:59.356000Z","2021-01-26T23:31:59.356000Z","IDSR Malaria Tested +ve","IDSR Malaria Tested Positive (Revised)","IDSR Malaria Tested +ve","Tested Malaria Positive","IDSR +ve","IDSR +ve","Tested Malaria Positive","Ak6JvvdNbSB","IDSR Malaria Tested Positive (Revised)","#{bB8vhQefDlH.lHl2rmXpHse} + #{bB8vhQefDlH.SeDaCnHi3m5} + #{q40X71immxZ.lHl2rmXpHse} + #{q40X71immxZ.SeDaCnHi3m5}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AKI5OvFDZnP","Female 5-9 yrs tested HIV+ (Tested for HIV) (EPTB)","2020-09-18T10:14:30.791000Z","2012-10-29T22:12:06.714000Z","% of Female 5-9yrs HIV+","Female 5-9 yrs tested HIV+ (Tested for HIV) (EPTB)","% of Female 5-9yrs HIV+","Female 5-9 yrs tested HIV+ (EPTB)","Female 5-9 tested for HIV (EPTB)","Female 5-9 tested for HIV (EPTB)","Female 5-9 yrs tested HIV+ (EPTB)","AKI5OvFDZnP","Female 5-9 yrs tested HIV+ (Tested for HIV) (EPTB)","#{F7BQXT7ExEh.XDU1Bi82Hgl}","#{tZYhz9UkfxJ.XDU1Bi82Hgl}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"AKjs3sWBj2Q","Subcounty TB_2017 Levofloxacin 250mg","2018-07-26T14:40:16.186000Z","2018-07-26T14:40:16.186000Z","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","Subcounty TB_2017 Levofloxacin 250mg","AKjs3sWBj2Q","Subcounty TB_2017 Levofloxacin 250mg","(#{FoWAp7gEibO.e2os98CantY} * 3) - (#{FoWAp7gEibO.TRw8Amoledr} + #{JCtV0FIevI1.i65ATXAav6k})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AkmZJWXHmqw","TB_FCDRR-Ending Bal_Pyridoxine 50mg","2016-05-30T07:55:00.543000Z","2016-05-26T13:37:43.728000Z","TB_FCDRR-Ending Bal_Pyridoxine 50mg","TB_FCDRR-Ending Bal_Pyridoxine 50mg","TB_FCDRR-Ending Bal_Pyridoxine 50mg","TB_FCDRR-Ending Bal_Pyridoxine 50mg","null","null","TB_FCDRR-Ending Bal_Pyridoxine 50mg","AkmZJWXHmqw","TB_FCDRR-Ending Bal_Pyridoxine 50mg","(#{WgmhbXVnUdP.FD55KIV91Hi}+#{WgmhbXVnUdP.aszbsgufcrc}+#{WgmhbXVnUdP.yivS0PoGxNe})-(#{WgmhbXVnUdP.ShAXH8W58Ju}+#{WgmhbXVnUdP.xRcQyWQdwx1}+#{WgmhbXVnUdP.H5rSTGwNFsK})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"ALSgCnaX3bf","TB_MB Adult Blister MoS","2016-06-02T12:09:39.441000Z","2016-06-02T12:09:39.438000Z","TB_MB Adult Blister MoS","TB_MB Adult Blister MoS","TB_MB Adult Blister MoS","MB Adult Blister","null","null","MB Adult Blister","ALSgCnaX3bf","TB_MB Adult Blister MoS","(#{RHyi89GzBr0.wGSba4uJwJ8}+#{tQJxBYjCikx.dRvK7VxuTSd})/#{tQJxBYjCikx.ShAXH8W58Ju}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"aLtBsrYGXHU","MOH 730_Raltegravir (RAL) 400mg SoH","2016-06-02T15:07:05.388000Z","2016-06-02T15:07:05.379000Z","MOH 730_Raltegravir (RAL) 400mg SoH","MOH 730_Raltegravir (RAL) 400mg SoH","MOH 730_Raltegravir (RAL) 400mg SoH","Raltegravir (RAL) 400mg","null","null","Raltegravir (RAL) 400mg","aLtBsrYGXHU","MOH 730_Raltegravir (RAL) 400mg SoH","#{VfUQzXlpKQl.hC4WAv2wKep}+#{knkLSijGwES.D7WnuXFK7PR}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aLU3dgKIlFv","MOH 643Lancets MOS","2016-07-08T08:18:53.323000Z","2016-07-08T08:18:53.317000Z","MOH 643Lancets MOS","MOH 643Lancets MOS","MOH 643Lancets MOS","Lancets","null","null","Lancets","aLU3dgKIlFv","MOH 643Lancets MOS","#{dVdVwOEsfZE.B1sPPfIobef}/#{dVdVwOEsfZE.OV0KZq0N7Pf}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AlWRnztxhOU","Number tested for HIV at ANC Missed Opportunity","2020-10-06T12:51:26.088000Z","2020-10-06T12:51:26.088000Z","Number tested for HIV at ANC Missed Opportunity","Number tested for HIV at ANC Missed Opportunity","Number tested for HIV at ANC Missed Opportunity","Number tested for HIV at ANC Missed Opportunity","No denominnator","No denominnator","Number tested for HIV at ANC Missed Opportunity","AlWRnztxhOU","Number tested for HIV at ANC Missed Opportunity","#{uSxBUWnagGg} - (#{ETX9cUWF43c}  + #{qSgLzXh46n9})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AMct3V7VVvh","Male 10-14 yrs tested HIV+ (Tested for HIV) (EPTB)","2017-02-01T21:56:23.557000Z","2012-10-31T11:15:31.628000Z","% of Male 10-14 yrs te","Male 10-14 yrs tested HIV+ (Tested for HIV) (EPTB)","% of Male 10-14 yrs te","Male 10-14 tested HIV+ (EPTB)","Male 10-14 tested for HIV (EPTB)","Male 10-14 tested for HIV (EPTB)","Male 10-14 tested HIV+ (EPTB)","AMct3V7VVvh","Male 10-14 yrs tested HIV+ (Tested for HIV) (EPTB)","#{F7BQXT7ExEh.sp5O3uieiaL}","#{tZYhz9UkfxJ.sp5O3uieiaL}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aoDMYH6STyu","IDSR Dengue Deaths","2020-09-18T10:14:31.372000Z","2016-09-20T20:06:23.636000Z","IDSR Dengue Deaths","IDSR Dengue Deaths","IDSR Dengue Deaths","IDSR Dengue Deaths","IDSR Dengue Deaths","IDSR Dengue Deaths","IDSR Dengue Deaths","aoDMYH6STyu","IDSR Dengue Deaths","#{TVbSuL9AdcI.GR4pbqLKhMV} + #{TVbSuL9AdcI.EqEj84xFkHz}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AoNid8qa4iP","AEFI Deaths","2017-02-01T21:56:22.208000Z","2016-09-20T19:50:43.591000Z","AEFI Deaths","AEFI Deaths","AEFI Deaths","AEFI Deaths","AEFI","AEFI","AEFI Deaths","AoNid8qa4iP","AEFI Deaths","#{AyO5TjcPFNa.GR4pbqLKhMV} + #{AyO5TjcPFNa.EqEj84xFkHz}","1","INDICATOR","RoofAsu1276","aLAsX2SDTL2,b8otRdixOVE,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,FY80wPmpcGR,kZdf3LmMFKF,pd24ijrPxT8,rwAsLJC6Dmq,tSKHyjCk1zl,ZG0OtMj5p9K"
"Aovc93Hh5iT","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s","2017-11-21T10:07:21.222000Z","2017-11-21T10:07:21.222000Z","Moh730Arev2017aggstock3","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s","Moh730Arev2017aggstock3","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s numerator","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s denominator","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s denominator","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s numerator","Aovc93Hh5iT","MoH 730A rev2017 Aggregated Physical Stock Medicines for OIs Acyclovir 400mg Tablets 30s","#{ZYYcDSXFHcq.GvjV9gy3OOc}","1","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
