facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data,,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,XX7hDj6iz0D,15+ | Male,6,5.17094E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Kathyaka Dispensary,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County,UKWMONjM6FS,Yf1BiWq71NE,15+ | Female,28,2.41311E-05,,,,
Ochude Dispensary,Chakol South Ward,Teso South Sub County,Busia County,jKKw1dy8LIS,XX7hDj6iz0D,15+ | Male,22,1.89601E-05,,,,
Ochude Dispensary,Chakol South Ward,Teso South Sub County,Busia County,jKKw1dy8LIS,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Ochude Dispensary,Chakol South Ward,Teso South Sub County,Busia County,jKKw1dy8LIS,Yf1BiWq71NE,15+ | Female,44,3.79202E-05,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,chrwpNxHlQQ,<15 | Female,,0,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,XX7hDj6iz0D,15+ | Male,24,2.06838E-05,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,uURluLqPIJ5,<15 | Unknown Sex,3,2.58547E-06,,,,
Wesley Health Centre,Lanet/Umoja Ward,Nakuru North Sub County,Nakuru County,Ougbtf74Z11,Yf1BiWq71NE,15+ | Female,35,3.01638E-05,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,Yf1BiWq71NE,15+ | Female,19,1.63747E-05,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,Yf1BiWq71NE,15+ | Female,76,6.54986E-05,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,chrwpNxHlQQ,<15 | Female,10,8.61824E-06,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,zHSL7ATXJib,<15 | Male,9,7.75641E-06,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,XX7hDj6iz0D,15+ | Male,381,0.000328355,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,uURluLqPIJ5,<15 | Unknown Sex,31,2.67165E-05,,,,
Ongata Rongai Sub County Hospital,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County,AswJv92UaPy,Yf1BiWq71NE,15+ | Female,847,0.000729965,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,Yf1BiWq71NE,15+ | Female,11,9.48006E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,Yf1BiWq71NE,15+ | Female,6,5.17094E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,chrwpNxHlQQ,<15 | Female,10,8.61824E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,zHSL7ATXJib,<15 | Male,10,8.61824E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,XX7hDj6iz0D,15+ | Male,52,4.48148E-05,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,uURluLqPIJ5,<15 | Unknown Sex,17,1.4651E-05,,,,
Vitsangalaweni Dispensary,Dzombo Ward,Lunga Lunga Sub County,Kwale County,VHZgLy8NAhh,Yf1BiWq71NE,15+ | Female,208,0.000179259,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,Yf1BiWq71NE,15+ | Female,20,1.72365E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,Yf1BiWq71NE,15+ | Female,28,2.41311E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,chrwpNxHlQQ,<15 | Female,24,2.06838E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,zHSL7ATXJib,<15 | Male,23,1.98219E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,XX7hDj6iz0D,15+ | Male,16,1.37892E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,XX7hDj6iz0D,15+ | Male,296,0.0002551,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,uURluLqPIJ5,<15 | Unknown Sex,29,2.49929E-05,,,,
Sega Mission Hospital,North Ugenya Ward,Ugenya Sub County,Siaya County,d6hYTtvHbWz,Yf1BiWq71NE,15+ | Female,708,0.000610171,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,XX7hDj6iz0D,15+ | Male,12,1.03419E-05,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Msumarini Dispensary,Mtepeni Ward,Kilifi South Sub County,Kilifi County,V7UpvlJ4EZq,Yf1BiWq71NE,15+ | Female,45,3.87821E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,Yf1BiWq71NE,15+ | Female,15,1.29274E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,chrwpNxHlQQ,<15 | Female,9,7.75641E-06,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,zHSL7ATXJib,<15 | Male,13,1.12037E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,XX7hDj6iz0D,15+ | Male,14,1.20655E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,XX7hDj6iz0D,15+ | Male,209,0.000180121,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,uURluLqPIJ5,<15 | Unknown Sex,18,1.55128E-05,,,,
Bumala B Health Centre,Marachi East Ward,Butula Sub County,Busia County,CEMOxsrWE5I,Yf1BiWq71NE,15+ | Female,504,0.000434359,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,Yf1BiWq71NE,15+ | Female,22,1.89601E-05,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,chrwpNxHlQQ,<15 | Female,9,7.75641E-06,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,zHSL7ATXJib,<15 | Male,12,1.03419E-05,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,XX7hDj6iz0D,15+ | Male,19,1.63747E-05,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,XX7hDj6iz0D,15+ | Male,188,0.000162023,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,uURluLqPIJ5,<15 | Unknown Sex,40,3.4473E-05,,,,
Msambweni County Referral Hospital,Ramisi Ward,Msambweni Sub County,Kwale County,Cd57qwKExPx,Yf1BiWq71NE,15+ | Female,549,0.000473141,,,,
Elgon View Medical Cottage,Khalaba Ward,Kanduyi Sub County,Bungoma County,XZnvIXKZQ9r,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Elgon View Medical Cottage,Khalaba Ward,Kanduyi Sub County,Bungoma County,XZnvIXKZQ9r,Yf1BiWq71NE,15+ | Female,6,5.17094E-06,,,,
Elgon View Medical Cottage,Khalaba Ward,Kanduyi Sub County,Bungoma County,XZnvIXKZQ9r,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Elgon View Medical Cottage,Khalaba Ward,Kanduyi Sub County,Bungoma County,XZnvIXKZQ9r,XX7hDj6iz0D,15+ | Male,42,3.61966E-05,,,,
Elgon View Medical Cottage,Khalaba Ward,Kanduyi Sub County,Bungoma County,XZnvIXKZQ9r,Yf1BiWq71NE,15+ | Female,96,8.27351E-05,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,Yf1BiWq71NE,15+ | Female,28,2.41311E-05,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,chrwpNxHlQQ,<15 | Female,11,9.48006E-06,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,zHSL7ATXJib,<15 | Male,9,7.75641E-06,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,XX7hDj6iz0D,15+ | Male,175,0.000150819,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,uURluLqPIJ5,<15 | Unknown Sex,12,1.03419E-05,,,,
Kapiyo Health Centre,West Sakwa Ward,Bondo Sub County,Siaya County,OQXZxE7kCvI,Yf1BiWq71NE,15+ | Female,307,0.00026458,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,XX7hDj6iz0D,15+ | Male,20,1.72365E-05,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Usoma Health Centre,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,DWqrGEEITQs,Yf1BiWq71NE,15+ | Female,64,5.51567E-05,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,XX7hDj6iz0D,15+ | Male,14,1.20655E-05,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,uURluLqPIJ5,<15 | Unknown Sex,3,2.58547E-06,,,,
Motonto Health Centre,Bobasi Chache Ward,Bobasi Sub County,Kisii County,RIBUiY4Mjii,Yf1BiWq71NE,15+ | Female,38,3.27493E-05,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,zHSL7ATXJib,<15 | Male,7,6.03277E-06,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,XX7hDj6iz0D,15+ | Male,48,4.13675E-05,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,uURluLqPIJ5,<15 | Unknown Sex,8,6.89459E-06,,,,
St Elizabeth Health Centre,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County,dsIJI314AGw,Yf1BiWq71NE,15+ | Female,78,6.72223E-05,,,,
Sindo Dice,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,q2acvwgwHUN,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Sindo Dice,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,q2acvwgwHUN,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Sindo Dice,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,q2acvwgwHUN,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Sindo Dice,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,q2acvwgwHUN,Yf1BiWq71NE,15+ | Female,32,2.75784E-05,,,,
Mutionjuri Health Centre,Kianjai Ward,Tigania West Sub County,Meru County,K9QlnCr7QUT,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Mutionjuri Health Centre,Kianjai Ward,Tigania West Sub County,Meru County,K9QlnCr7QUT,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Mutionjuri Health Centre,Kianjai Ward,Tigania West Sub County,Meru County,K9QlnCr7QUT,XX7hDj6iz0D,15+ | Male,6,5.17094E-06,,,,
Mutionjuri Health Centre,Kianjai Ward,Tigania West Sub County,Meru County,K9QlnCr7QUT,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Mutionjuri Health Centre,Kianjai Ward,Tigania West Sub County,Meru County,K9QlnCr7QUT,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,XX7hDj6iz0D,15+ | Male,65,5.60185E-05,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Dallas Dispensary,Kirimari Ward,Manyatta Sub County,Embu County,sRdAeQShDlw,Yf1BiWq71NE,15+ | Female,143,0.000123241,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,Yf1BiWq71NE,15+ | Female,29,2.49929E-05,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,Yf1BiWq71NE,15+ | Female,45,3.87821E-05,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,chrwpNxHlQQ,<15 | Female,21,1.80983E-05,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,zHSL7ATXJib,<15 | Male,25,2.15456E-05,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,XX7hDj6iz0D,15+ | Male,11,9.48006E-06,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,XX7hDj6iz0D,15+ | Male,331,0.000285264,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,uURluLqPIJ5,<15 | Unknown Sex,37,3.18875E-05,,,,
Naya Health Centre,South Uyoma Ward,Rarieda Sub County,Siaya County,GbmO5x3ywsE,Yf1BiWq71NE,15+ | Female,653,0.000562771,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,chrwpNxHlQQ,<15 | Female,6,5.17094E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,XX7hDj6iz0D,15+ | Male,36,3.10257E-05,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,uURluLqPIJ5,<15 | Unknown Sex,7,6.03277E-06,,,,
Suwerwa Health Centre,Cherangany/Suwerwa Ward,Cherangany Sub County,Trans Nzoia County,wn5FWOzRq3a,Yf1BiWq71NE,15+ | Female,79,6.80841E-05,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,Yf1BiWq71NE,15+ | Female,23,1.98219E-05,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,chrwpNxHlQQ,<15 | Female,12,1.03419E-05,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,zHSL7ATXJib,<15 | Male,8,6.89459E-06,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,XX7hDj6iz0D,15+ | Male,10,8.61824E-06,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,XX7hDj6iz0D,15+ | Male,147,0.000126688,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,uURluLqPIJ5,<15 | Unknown Sex,17,1.4651E-05,,,,
Obalwanda Dispensary,Gembe Ward,Mbita Sub County,Homa Bay County,I5igkZJctW0,Yf1BiWq71NE,15+ | Female,265,0.000228383,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,Yf1BiWq71NE,15+ | Female,11,9.48006E-06,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,XX7hDj6iz0D,15+ | Male,33,2.84402E-05,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,uURluLqPIJ5,<15 | Unknown Sex,8,6.89459E-06,,,,
Kilibwoni Health Centre,Kilibwoni Ward,Emgwen Sub County,Nandi County,xR1smBhjNWm,Yf1BiWq71NE,15+ | Female,106,9.13533E-05,,,,
Kitengela Medical Services (Kajiado),Ildamat Ward,Kajiado Central Sub County,Kajiado County,Z7QFCbvfDGp,XX7hDj6iz0D,15+ | Male,26,2.24074E-05,,,,
Kitengela Medical Services (Kajiado),Ildamat Ward,Kajiado Central Sub County,Kajiado County,Z7QFCbvfDGp,Yf1BiWq71NE,15+ | Female,45,3.87821E-05,,,,
Othach Dispensary,Yimbo East Ward,Bondo Sub County,Siaya County,o5i0eU1em3H,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Othach Dispensary,Yimbo East Ward,Bondo Sub County,Siaya County,o5i0eU1em3H,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Othach Dispensary,Yimbo East Ward,Bondo Sub County,Siaya County,o5i0eU1em3H,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
