"id","organisationunitid","MOH_FacilityID","uid","mflcode","facility","level","ward","subcounty","county","MOH_IndicatorCode","inndicator","Value","Period","created_at","updated_at"
516,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202203",,
517,"24091",kJ5MjZkaoSP,GSEmLUnrvzj,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"5","202206",,
518,"24091",kJ5MjZkaoSP,yNCUlEYkmyA,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"196","202112",,
519,"24091",kJ5MjZkaoSP,Jbu4if6gtDp,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"2","202208",,
520,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"6","202110",,
521,"24091",kJ5MjZkaoSP,yNCUlEYkmyA,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"190","202203",,
522,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"6","202201",,
523,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"4","202204",,
524,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"2","202206",,
525,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"91","202206",,
526,"24091",kJ5MjZkaoSP,EhZQp3PTA3C,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"23","202202",,
527,"24091",kJ5MjZkaoSP,EhZQp3PTA3C,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"24","202208",,
528,"24091",kJ5MjZkaoSP,GSEmLUnrvzj,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202112",,
529,"24091",kJ5MjZkaoSP,Jbu4if6gtDp,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"2","202112",,
530,"24091",kJ5MjZkaoSP,yNCUlEYkmyA,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"202","202206",,
531,"24091",kJ5MjZkaoSP,GSEmLUnrvzj,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202201",,
532,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"4","202206",,
533,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"3","202112",,
534,"24091",kJ5MjZkaoSP,e93GKJTHKAX,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"3","202206",,
535,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"90","202204",,
536,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"3","202201",,
537,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"98","202201",,
538,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202112",,
539,"24091",kJ5MjZkaoSP,EhZQp3PTA3C,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"23","202207",,
540,"24091",kJ5MjZkaoSP,Jbu4if6gtDp,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"2","202206",,
541,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202110",,
542,"24091",kJ5MjZkaoSP,yNCUlEYkmyA,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"210","202205",,
543,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"2","202208",,
544,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"93","202207",,
545,"24091",kJ5MjZkaoSP,e93GKJTHKAX,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"3","202207",,
546,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"6","202112",,
547,"24091",kJ5MjZkaoSP,GSEmLUnrvzj,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"5","202205",,
548,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"95","202203",,
549,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202208",,
550,"24091",kJ5MjZkaoSP,EhZQp3PTA3C,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"23","202206",,
551,"24091",kJ5MjZkaoSP,Jbu4if6gtDp,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"2","202205",,
552,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202111",,
553,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"3","202110",,
554,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"95","202202",,
555,"24091",kJ5MjZkaoSP,e93GKJTHKAX,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"3","202208",,
556,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"91","202208",,
557,"24091",kJ5MjZkaoSP,wbJOu4h2SSz,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"4","202205",,
558,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"105","202110",,
559,"24091",kJ5MjZkaoSP,EhZQp3PTA3C,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"23","202201",,
560,"24091",kJ5MjZkaoSP,AQsTt7jtKbt,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"3","202207",,
561,"24091",kJ5MjZkaoSP,oOOnacUi9Jm,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"3","202111",,
562,"24091",kJ5MjZkaoSP,GSEmLUnrvzj,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202202",,
563,"24091",kJ5MjZkaoSP,pR7VzBydoj3,"11274",Coast General Teaching and Referral Hospital (Chaani Outreach Centre),"5",Chaani Ward,Changamwe Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"90","202205",,
564,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"21","202206",,
565,"24138",bvUg2vPkLWw,yNCUlEYkmyA,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"887","202201",,
566,"24138",bvUg2vPkLWw,yNCUlEYkmyA,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"884","202110",,
567,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"8","202204",,
568,"24138",bvUg2vPkLWw,oOOnacUi9Jm,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202204",,
569,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"48","202203",,
570,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"22","202201",,
571,"24138",bvUg2vPkLWw,e93GKJTHKAX,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"16","202207",,
572,"24138",bvUg2vPkLWw,wbJOu4h2SSz,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"34","202111",,
573,"24138",bvUg2vPkLWw,wbJOu4h2SSz,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"31","202207",,
574,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"19","202110",,
575,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"41","202112",,
576,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202201",,
577,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"23","202203",,
578,"24138",bvUg2vPkLWw,pR7VzBydoj3,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"391","202111",,
579,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"20","202110",,
580,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"42","202206",,
581,"24138",bvUg2vPkLWw,pR7VzBydoj3,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"390","202202",,
582,"24138",bvUg2vPkLWw,oOOnacUi9Jm,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202110",,
583,"24138",bvUg2vPkLWw,wbJOu4h2SSz,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"32","202205",,
584,"24138",bvUg2vPkLWw,e93GKJTHKAX,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"16","202202",,
585,"24138",bvUg2vPkLWw,wbJOu4h2SSz,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"36","202202",,
586,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"21","202206",,
587,"24138",bvUg2vPkLWw,e93GKJTHKAX,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"14","202110",,
588,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"21","202208",,
589,"24138",bvUg2vPkLWw,yNCUlEYkmyA,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"907","202207",,
590,"24138",bvUg2vPkLWw,oOOnacUi9Jm,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202111",,
591,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202202",,
592,"24138",bvUg2vPkLWw,pR7VzBydoj3,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"392","202205",,
593,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"19","202112",,
594,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"43","202201",,
595,"24138",bvUg2vPkLWw,wbJOu4h2SSz,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"34","202201",,
596,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"21","202201",,
597,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"13","202110",,
598,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"21","202207",,
599,"24138",bvUg2vPkLWw,yNCUlEYkmyA,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"905","202206",,
600,"24138",bvUg2vPkLWw,SJL4k6Gl53C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,SJL4k6Gl53C,MOH 731   On ART_<1       HV03-028,"1","202203",,
601,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"46","202202",,
602,"24138",bvUg2vPkLWw,oOOnacUi9Jm,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202112",,
603,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"8","202207",,
604,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"23","202204",,
605,"24138",bvUg2vPkLWw,e93GKJTHKAX,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"17","202204",,
606,"24138",bvUg2vPkLWw,e93GKJTHKAX,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"15","202111",,
607,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"45","202110",,
608,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"45","202208",,
609,"24138",bvUg2vPkLWw,pR7VzBydoj3,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"389","202204",,
610,"24138",bvUg2vPkLWw,Jbu4if6gtDp,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"23","202202",,
611,"24138",bvUg2vPkLWw,yNCUlEYkmyA,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"893","202205",,
612,"24138",bvUg2vPkLWw,GSEmLUnrvzj,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202208",,
613,"24138",bvUg2vPkLWw,oOOnacUi9Jm,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202208",,
614,"24138",bvUg2vPkLWw,EhZQp3PTA3C,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"43","202207",,
615,"24138",bvUg2vPkLWw,AQsTt7jtKbt,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"22","202205",,
616,"24138",bvUg2vPkLWw,pR7VzBydoj3,"11522",Likoni District Hospital,"5",Timbwani Ward,Likoni Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"385","202112",,
617,"24447",f7VNgpLhVwW,AQsTt7jtKbt,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"13","202112",,
618,"24447",f7VNgpLhVwW,wbJOu4h2SSz,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"20","202201",,
619,"24447",f7VNgpLhVwW,AQsTt7jtKbt,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"10","202203",,
620,"24447",f7VNgpLhVwW,wbJOu4h2SSz,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"20","202110",,
621,"24447",f7VNgpLhVwW,yNCUlEYkmyA,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"819","202203",,
622,"24447",f7VNgpLhVwW,e93GKJTHKAX,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"10","202206",,
623,"24447",f7VNgpLhVwW,pR7VzBydoj3,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"407","202206",,
624,"24447",f7VNgpLhVwW,oOOnacUi9Jm,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"10","202203",,
625,"24447",f7VNgpLhVwW,oOOnacUi9Jm,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"11","202206",,
626,"24447",f7VNgpLhVwW,Jbu4if6gtDp,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"7","202208",,
627,"24447",f7VNgpLhVwW,yNCUlEYkmyA,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"804","202112",,
628,"24447",f7VNgpLhVwW,Jbu4if6gtDp,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"7","202205",,
629,"24447",f7VNgpLhVwW,AQsTt7jtKbt,"11499",Kongowea Health Centre,"5",Kongowea Ward,Nyali Sub County,Mombasa County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"12","202208",,
