orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,Kiamabara Health Centre,10530,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-1
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,Kiamabara Health Centre,10530,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-2
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,Kiamabara Health Centre,10530,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-3
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,Kiamabara Health Centre,10530,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-1
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,Kiamabara Health Centre,10530,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-2
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,0,-1
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-1
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-1
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,0,-2
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,fzKzwhmyptv,The Avenue Medical and Diagnostic Centre,22201,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre,The Avenue Medical and Diagnostic Centre,22201,PRIVATE,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-2
Kenya,Migori County,Kuria West Sub County,Masaba Ward,Nyamekongoroto Health Centre,fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Migori County,Kuria West Sub County,Masaba Ward,Nyamekongoroto Health Centre,Nyamekongoroto Health Centre,13907,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-2
Kenya,Migori County,Kuria West Sub County,Masaba Ward,Nyamekongoroto Health Centre,fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Migori County,Kuria West Sub County,Masaba Ward,Nyamekongoroto Health Centre,Nyamekongoroto Health Centre,13907,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-2
Kenya,Makueni County,Kilome Sub County,Mukaa Ward,Mercy Mission Medical Dispensary,g05SuhoFmSV,Mercy Mission Medical Dispensary,18691,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1,Kenya,Makueni County,Kilome Sub County,Mukaa Ward,Mercy Mission Medical Dispensary,Mercy Mission Medical Dispensary,18691,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,0,-1
Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,g1sQi5lt96i,Turbo Sub County Hospital,15753,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,75,Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,Turbo Sub County Hospital,15753,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,40,-35
Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,g1sQi5lt96i,Turbo Sub County Hospital,15753,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,75,Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,Turbo Sub County Hospital,15753,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,48,-27
Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,g1sQi5lt96i,Turbo Sub County Hospital,15753,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,75,Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,Turbo Sub County Hospital,15753,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,70,-5
Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,g1sQi5lt96i,Turbo Sub County Hospital,15753,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,45,Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Turbo Sub County Hospital,Turbo Sub County Hospital,15753,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,40,-5
Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,g21QmK3g2Hf,Unison Medical Clinic,17032,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,Unison Medical Clinic,17032,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,g21QmK3g2Hf,Unison Medical Clinic,17032,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,Unison Medical Clinic,17032,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,g21QmK3g2Hf,Unison Medical Clinic,17032,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,Unison Medical Clinic,17032,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,g21QmK3g2Hf,Unison Medical Clinic,17032,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Unison Medical Clinic,Unison Medical Clinic,17032,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Trans Nzoia County,Endebess Sub County,Endebess Ward,Kitum Dispensary,g27gQOqTAkv,Kitum Dispensary,18216,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Trans Nzoia County,Endebess Sub County,Endebess Ward,Kitum Dispensary,Kitum Dispensary,18216,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-1
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Thangathi Health Centre,g4svIkkj4LQ,Thangathi Health Centre,11090,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Thangathi Health Centre,Thangathi Health Centre,11090,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-4
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Thangathi Health Centre,g4svIkkj4LQ,Thangathi Health Centre,11090,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Thangathi Health Centre,Thangathi Health Centre,11090,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-3
Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9,Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),GK Prisons Dispensary (Kiambu Town),10290,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-8
Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9,Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),GK Prisons Dispensary (Kiambu Town),10290,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,3,-6
Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9,Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),GK Prisons Dispensary (Kiambu Town),10290,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,5,-4
Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9,Kenya,Kiambu County,Kiambu Town Sub County,Township Ward,GK Prisons Dispensary (Kiambu Town),GK Prisons Dispensary (Kiambu Town),10290,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,6,-3
Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,Nyongores Dispensary,g5vivWMu1jr,Nyongores Dispensary,18523,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,Nyongores Dispensary,Nyongores Dispensary,18523,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-1
Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,Nyongores Dispensary,g5vivWMu1jr,Nyongores Dispensary,18523,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,Nyongores Dispensary,Nyongores Dispensary,18523,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-3
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,g73LYiD5P06,Burnt Forest Sub County Hospital,16347,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,46,Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,Burnt Forest Sub County Hospital,16347,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,41,-5
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,g73LYiD5P06,Burnt Forest Sub County Hospital,16347,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,46,Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,Burnt Forest Sub County Hospital,16347,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,19,-27
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,g73LYiD5P06,Burnt Forest Sub County Hospital,16347,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,46,Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,Burnt Forest Sub County Hospital,16347,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,42,-4
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,g73LYiD5P06,Burnt Forest Sub County Hospital,16347,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,35,Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,Burnt Forest Sub County Hospital,16347,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,19,-16
Kenya,Kericho County,Ainamoi Sub County,Kapkugerwet Ward,Kericho GK Prisons Medium Dispensary,g7xqdKIgNEW,Kericho GK Prisons Medium Dispensary,18616,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,15,Kenya,Kericho County,Ainamoi Sub County,Kapkugerwet Ward,Kericho GK Prisons Medium Dispensary,Kericho GK Prisons Medium Dispensary,18616,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,7,-8
Kenya,Kericho County,Ainamoi Sub County,Kapkugerwet Ward,Kericho GK Prisons Medium Dispensary,g7xqdKIgNEW,Kericho GK Prisons Medium Dispensary,18616,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15,Kenya,Kericho County,Ainamoi Sub County,Kapkugerwet Ward,Kericho GK Prisons Medium Dispensary,Kericho GK Prisons Medium Dispensary,18616,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,7,-8
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,14,Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),Dog Unit Dispensary (O P Kenya Police),12919,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-10
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,14,Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),Dog Unit Dispensary (O P Kenya Police),12919,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,9,-5
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),Dog Unit Dispensary (O P Kenya Police),12919,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-2
Kenya,Kilifi County,Kilifi South Sub County,Shimo La Tewa Ward,Mtwapa Sub County Hospital,g93vSYftyjR,Mtwapa Sub County Hospital,11672,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,58,Kenya,Kilifi County,Kilifi South Sub County,Shimo La Tewa Ward,Mtwapa Sub County Hospital,Mtwapa Sub County Hospital,11672,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,48,-10
Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Holy Cross Dispensary,g9QbZTBk5sC,Holy Cross Dispensary,10321,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Holy Cross Dispensary,Holy Cross Dispensary,10321,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-4
Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Holy Cross Dispensary,g9QbZTBk5sC,Holy Cross Dispensary,10321,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Holy Cross Dispensary,Holy Cross Dispensary,10321,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,4,-3
Kenya,Baringo County,Baringo Central Sub County,Kabarnet Ward,Kaptimbor Dispensary,gB1xXLsxDuE,Kaptimbor Dispensary,14784,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Baringo County,Baringo Central Sub County,Kabarnet Ward,Kaptimbor Dispensary,Kaptimbor Dispensary,14784,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-2
Kenya,Nyandarua County,Kinangop Sub County,Gathara Ward,North Kinangop Catholic Hospital,gCRidS1x9ty,North Kinangop Catholic Hospital,10887,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,30,Kenya,Nyandarua County,Kinangop Sub County,Gathara Ward,North Kinangop Catholic Hospital,North Kinangop Catholic Hospital,10887,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,24,-6
Kenya,Nyandarua County,Kinangop Sub County,Gathara Ward,North Kinangop Catholic Hospital,gCRidS1x9ty,North Kinangop Catholic Hospital,10887,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,30,Kenya,Nyandarua County,Kinangop Sub County,Gathara Ward,North Kinangop Catholic Hospital,North Kinangop Catholic Hospital,10887,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,17,-13
Kenya,Kitui County,Kitui West Sub County,Mutongoni Ward,Tulia Health Centre,gCfHf4tRoe8,Tulia Health Centre,12806,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Kitui County,Kitui West Sub County,Mutongoni Ward,Tulia Health Centre,Tulia Health Centre,12806,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Kisii County,Bobasi Sub County,Bobasi/Boitangare Ward,Rusinga Dispensary,gComlbUf3gB,Rusinga Dispensary,14062,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Kisii County,Bobasi Sub County,Bobasi/Boitangare Ward,Rusinga Dispensary,Rusinga Dispensary,14062,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,8,-1
Kenya,Kisii County,Bobasi Sub County,Bobasi/Boitangare Ward,Rusinga Dispensary,gComlbUf3gB,Rusinga Dispensary,14062,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Kisii County,Bobasi Sub County,Bobasi/Boitangare Ward,Rusinga Dispensary,Rusinga Dispensary,14062,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-3
Kenya,Machakos County,Athi River Sub County,Syokimau/Mulolongo Ward,Syokimau Medical Services,gDbP4DgOx7F,Syokimau Medical Services,18819,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Machakos County,Athi River Sub County,Syokimau/Mulolongo Ward,Syokimau Medical Services,Syokimau Medical Services,18819,Syokimau Medical Services,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-1
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,3,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-2
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,47,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-43
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,47,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-45
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,47,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,19,-28
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,27,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-23
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,27,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-25
