organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
KWVhJI8gzBr,Kenya,Embu County,Runyenjes Sub County,Kagaari North Ward,Mukuuri Dispensary,Mukuuri Dispensary,12564,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,27.0
z9FKHisHLl1,Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Mukuyu Dispensary,Mukuyu Dispensary,16031,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,222.0
UpaNvtGWEZi,Kenya,Bungoma County,Tongaren Sub County,Milima Ward,Mukuyuni Dispensary,Mukuyuni Dispensary,28609,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,145.0
ZMBAIXYo4VE,Kenya,Makueni County,Kaiti Sub County,Ukia Ward,Mukuyuni Sub County Hospital,Mukuyuni Sub County Hospital,12565,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,330.0
e1DSxw4QAH0,Kenya,Bungoma County,Bumula Sub County,Siboti Ward,Mukwa Dispensary,Mukwa Dispensary,21822,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,138.0
swdibQaVyEC,Kenya,Siaya County,Alego Usonga Sub County,Siaya Township Ward,Mulaha Dispensary,Mulaha Dispensary,13834,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,170.0
Fjb8CId2BV7,Kenya,Vihiga County,Vihiga Sub County,Mungoma Ward,Mulele Dispensary,Mulele Dispensary,16032,ON BUKUGA- MAGADA ROAD,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,153.0
pvQgU6GCeeM,Kenya,Narok County,Narok West Sub County,Ilmotiook Ward,Mulot Catholic Dispensary,Mulot Catholic Dispensary,15251,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,111.0
eqFz38zb73f,Kenya,Narok County,Narok West Sub County,Ilmotiook Ward,Mulot Health Centre,Mulot Health Centre,17740,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,311.0
zAwIaYwS2Zk,Kenya,Bomet County,Bomet East Sub County,Kipreres Ward,Mulot Health Centre (Bomet),Mulot Health Centre (Bomet),18519,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,298.0
xWpiITvlGmC,Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Mulutu Mission Dispensary,Mulutu Mission Dispensary,12569,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,83.0
KWE4k0FdpyQ,Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Mulwanda Health Centre,Mulwanda Health Centre,16033,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,275.0
gZJrIrVhQiq,Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,Mumbuini Dispensary,Mumbuini Dispensary,10766,"off Embu/Nairobi road, past Murinduko health centre",nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,136.0
OPzOQszRnJx,Kenya,Bungoma County,Kanduyi Sub County,East Sang'alo Ward,Mumbule Dispensary,Mumbule Dispensary,16034,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,399.0
obJxOifBi5Y,Kenya,Machakos County,Mwala Sub County,Makutano/Mwala Ward,Mumbuni Dispensary (Mwala),Mumbuni Dispensary (Mwala),12572,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,61.0
SLTa8EsuOkb,Kenya,Makueni County,Makueni Sub County,Muvau/Kikumini Ward,Mumbuni Health Centre (Makueni),Mumbuni Health Centre (Makueni),12571,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,59.0
FUmxPkE1UYR,Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Level IV Hospital,Mumias Level IV Hospital,25166,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,327.0
pyNcZj1SiiO,Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Model Health Centre,Mumias Model Health Centre,16035,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,687.0
VTP8TUNXhj5,Kenya,Nakuru County,Subukia Sub County,Subukia Ward,MUNANDA DISPENSARY,MUNANDA DISPENSARY,20596,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,37.0
O5OayPfeVWC,Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Mundika Nursing Home,Mundika Nursing Home,20062,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,31.0
Xcn5Q2e73rw,Kenya,Kakamega County,Khwisero Sub County,Kisa North Ward,Mundobelwa Health Centre,Mundobelwa Health Centre,20516,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,126.0
eFmuvjEF89U,Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Mung'ang'a Health centre,Mung'ang'a Health centre,16041,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,162.0
yBE1qjhnu5Q,Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Mung'ung'u Dispensary,Mung'ung'u Dispensary,16042,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,216.0
Tvh3WinWPEb,Kenya,Kakamega County,Butere Sub County,Marama West Ward,Mungungune Dispensary,Mungungune Dispensary,20672,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,82.0
CG0ZP7EFHsm,Kenya,Kwale County,Msambweni Sub County,Ramisi Ward,Munje Dispensary,Munje Dispensary,22057,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,106.0
n8bwEHCpSB7,Kenya,Busia County,Matayos Sub County,Bukhayo West Ward,Munongo Dispensary,Munongo Dispensary,16043,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,117.0
z9yLNTDPHpU,Kenya,Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Munoywa Dispensary,Munoywa Dispensary,16044,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,191.0
PYnUaCgd1HH,Kenya,Nakuru County,Molo Sub County,Turi Ward,Munyeshi Dispensary,Munyeshi Dispensary,25216,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,37.0
QwqmynrcOV7,Kenya,Kiambu County,Thika Town Sub County,Gatuanyaga Ward,Munyu Health Centre,Munyu Health Centre,10774,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,385.0
jiWoSJQqlXA,Kenya,Kiambu County,Gatundu South Sub County,Ndarugu Ward,Munyu-Ini Dispensary,Munyu-Ini Dispensary,10776,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,104.0
lUeBChLhZoD,Kenya,Kakamega County,Lugari Sub County,Lumakanda Ward,Munyuki Dispensary,Munyuki Dispensary,16046,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,83.0
Tf9HS4ZXH3Z,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Mur Malanga Dispensary,Mur Malanga Dispensary,17523,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,48.0
h0Iego3IFFN,Kenya,Laikipia County,Laikipia North Sub County,Segera Ward,Muramati Dispensary,Muramati Dispensary,15253,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,138.0
A19e0CHhTj3,Kenya,Muranga County,Kiharu Sub County,Township Ward,Murang'a County Referal Hospital,Murang'a County Referal Hospital,10777,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,17.0,2288.0
Gl7SdQYuaiN,Kenya,Muranga County,Kahuro Sub County,Murarandia Ward,Murarandia Dispensary,Murarandia Dispensary,10778,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,144.0
WGmDNNmtoii,Kenya,Uasin Gishu County,Turbo Sub County,Tapsagoi Ward,Murgor Hills Dispensary,Murgor Hills Dispensary,15254,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,36.0
s42TsSZ7ePn,Kenya,Uasin Gishu County,Turbo Sub County,Ngenyilel Ward,Murgusi Dispensary,Murgusi Dispensary,15255,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,51.0
gFBAFcueFtr,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,367.0
BYrlN7wQOkh,Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,Murinduko Health Centre,Murinduko Health Centre,10781,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,218.0
cYsHeMRPZ1M,Kenya,Muranga County,Kahuro Sub County,Mugoiri Ward,Muriranjas Sub-District Hospital,Muriranjas Sub-District Hospital,10782,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,478.0
BfAvaT2Tg7P,Kenya,West Pokot County,West Pokot Sub County,Mnagei Ward,Murkwijit Dispensary,Murkwijit Dispensary,20055,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,84.0
JPl6BiRGUjp,Kenya,Nyandarua County,Kinangop Sub County,Murungaru Ward,Murungaru Health Centre,Murungaru Health Centre,10786,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,360.0
dP6vWptiu3u,Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Musanda Dispensary,Musanda Dispensary,25507,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,77.0
sSVe5omQLsG,Kenya,Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Musango Dispensary,Musango Dispensary,21100,Located a few meters from Musango Market,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,119.0
HLBR8Fm8NHq,Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Musembe Dispensary,Musembe Dispensary,16865,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,73.0
cFRuOTWF3ur,Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,Musembe Dispensary (Lugari),Musembe Dispensary (Lugari),16051,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,75.0
tyYhImAxDqw,Kenya,Kajiado County,Kajiado West Sub County,Magadi Ward,Musenke Dispensary,Musenke Dispensary,22761,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,46.0
EjykHy5VeYP,Kenya,Busia County,Butula Sub County,Marachi East Ward,Musibiriri Dispensary,Musibiriri Dispensary,16486,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,128.0
vIT1OaqIuYs,Kenya,Bungoma County,Kanduyi Sub County,Musikoma Ward,Musikoma Dispensary,Musikoma Dispensary,21701,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,244.0
JgwnS4BAdFh,Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Musingini Dispensary,Musingini Dispensary,17162,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,33.0
p8nULMcL3p5,Kenya,Vihiga County,Luanda Sub County,Wemilabi Ward,Musitinyi Dispensary,Musitinyi Dispensary,16052,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,65.0
Za4lCJygj6e,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Soy North Ward,Muskut Health Centre,Muskut Health Centre,15260,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,198.0
hcQ7AQpFaRR,Kenya,Busia County,Nambale Sub County,Bukhayo North/Walatsi Ward,Musokoto Dispensary,Musokoto Dispensary,21046,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,108.0
YRMeKjNXBab,Kenya,Laikipia County,Laikipia West Sub County,Salama Ward,Mutara Dispensary,Mutara Dispensary,15261,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,145.0
NJxQ10QVNJq,Kenya,Nakuru County,Njoro Sub County,Kihingo Ward,Mutarakwa Dispensary (Molo),Mutarakwa Dispensary (Molo),15262,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,91.0
BeJEeWMM0eF,Kenya,Kiambu County,Gatundu South Sub County,Kiamwangi Ward,Mutati Dispensary,Mutati Dispensary,20401,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,61.0
Doa0QbBIiO4,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Muteithania Medical Clinic,Muteithania Medical Clinic,13103,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,16.0,562.0
Ve2zZoZ9dvj,Kenya,Kitui County,Kitui West Sub County,Mutongoni Ward,Muthale Mission Hospital,Muthale Mission Hospital,12587,off Kitui-Kabati-Mwingi road North East of Tulia town,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,230.0
ELHafKamFIR,Kenya,Meru County,Tigania East Sub County,Muthara Ward,Muthara Sub-District Hospital,Muthara Sub-District Hospital,12591,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,1509.0
SwK1FoPGIDl,Kenya,Laikipia County,Laikipia West Sub County,Igwamiti Ward,Muthegera Dispensary,Muthegera Dispensary,15263,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,55.0
YlrkWxNm7bS,Kenya,Machakos County,Masinga Sub County,Muthesya Ward,Muthesya Dispensary,Muthesya Dispensary,12592,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,45.0
ySJxoRMN3tm,Kenya,Machakos County,Mwala Sub County,Muthetheni Ward,Muthetheni Health Centre,Muthetheni Health Centre,12593,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,191.0
Sy2bE0LtTJx,Kenya,Kakamega County,Malava Sub County,Chemuche Ward,Muting'ong'o Dispensary,Muting'ong'o Dispensary,16054,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,124.0
NXGzLjdgyVi,Kenya,Meru County,Tigania West Sub County,Kianjai Ward,Mutionjuri Health Centre,Mutionjuri Health Centre,12598,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,61.0
kv6VZcAEqRF,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Mutithi Ward,Mutithi Health Centre,Mutithi Health Centre,10798,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,591.0
VoW67kdzIju,Kenya,Kitui County,Kitui East Sub County,Mutitu/Kaliku Ward,Mutito Catholic Dispensary,Mutito Catholic Dispensary,12599,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,55.0
U4mtZykosNF,Kenya,Kirinyaga County,Kirinyaga Central Sub County,Kanyekini Ward,Mutitu Community Dispensary,Mutitu Community Dispensary,10799,Kiawaruguru market-off Kerugoya/Baricho road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,57.0
DwPhw6gtPgG,Kenya,Kitui County,Kitui East Sub County,Mutitu/Kaliku Ward,Mutitu Sub County Hospital,Mutitu Sub County Hospital,12601,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,359.0
gKXNQonSJV4,Kenya,Machakos County,Machakos Sub County,Mutituni Ward,Mutituni Health Centre,Mutituni Health Centre,12602,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,705.0
exexghdqEkv,Kenya,Kitui County,Kitui South Sub County,Mutomo Ward,Mutomo Sub county Hospital,Mutomo Sub county Hospital,12603,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,534.0
kNzjNXgmJpc,Kenya,Kiambu County,Ruiru Sub County,Gatongora Ward,Mutonya Dispensary,Mutonya Dispensary,19932,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,377.0
LVQUXW5Lilv,Kenya,Meru County,Igembe North Sub County,Amwathi Ward,Mutuati Catholic Mission Hospital,Mutuati Catholic Mission Hospital,19237,FAITH BASED,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,169.0
qEsCuWc2eMM,Kenya,Meru County,Igembe North Sub County,Amwathi Ward,Mutuati Sub-County Hospital,Mutuati Sub-County Hospital,12605,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,1570.0
UtipAc6rtV6,Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,Mutuini Sub-District Hospital,Mutuini Sub-District Hospital,13105,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,30.0,2367.0
UULhx2y2c6G,Kenya,Makueni County,Kaiti Sub County,Kee Ward,Mutulani Dispensary (Kaiti),Mutulani Dispensary (Kaiti),20970,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,32.0
faEkuP9l1mp,Kenya,Makueni County,Makueni Sub County,Mbitini Ward,Mutyambua Sub County Hospital,Mutyambua Sub County Hospital,12610,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,160.0
OjbVkzap0Nz,Kenya,Machakos County,Kalama Sub County,Kola Ward,Muumandu Health Center,Muumandu Health Center,12612,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,232.0
SSnPqtwRm3v,Kenya,Trans Nzoia County,Kwanza Sub County,Keiyo Ward,Muungano Dispensary,Muungano Dispensary,19751,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,79.0
My4flRYYiSf,Kenya,Machakos County,Mwala Sub County,Masii Ward,Muusini Dispensary,Muusini Dispensary,12613,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,133.0
t5FJlG1FrLF,Kenya,Busia County,Matayos Sub County,Matayos South Ward,Muyafwa Dispensary,Muyafwa Dispensary,21040,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,50.0
TeGU1TvxL29,Kenya,Uasin Gishu County,Moiben Sub County,Tembelio Ward,Muyengwet Dispensary,Muyengwet Dispensary,15264,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,138.0
i091Ei10XBM,Kenya,Kilifi County,Malindi Sub County,Shella Ward,Muyeye Health Centre (Municipal),Muyeye Health Centre (Municipal),11677,Old Municipal Clinic,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,20.0,1776.0
DgX3bw6BP5h,Kenya,Kilifi County,Magarini Sub County,Adu Ward,Muyu Wa Kae Dispensary,Muyu Wa Kae Dispensary,25679,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,24.0
HhrPyREkyqN,Kenya,Kwale County,Msambweni Sub County,Ukunda Ward,Mvindeni Dispensary,Mvindeni Dispensary,23323,Along Ukunda Lungalunga RD,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,13.0,827.0
SkwAFqB5xbI,Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Mvita Dispensary,Mvita Dispensary,11679,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,363.0
Ukppsz4Mj3M,Kenya,Machakos County,Mwala Sub County,Makutano/Mwala Ward,Mwala Subcounty Hospital,Mwala Subcounty Hospital,12618,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,430.0
RhP9ywU9c7a,Kenya,Kwale County,Matuga Sub County,Mkongani Ward,Mwaluphamba Dispensary,Mwaluphamba Dispensary,11684,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,371.0
KXURQsGIMig,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Mwamogesa Dispensary,Mwamogesa Dispensary,26775,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,7.0
cOgv5EHeFRj,Kenya,Kwale County,Lunga Lunga Sub County,Dzombo Ward,Mwananyamala CDF Dispensary,Mwananyamala CDF Dispensary,16549,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,87.0
QKJ6fVUHJhT,Kenya,Kwale County,Samburu Sub County,Mwavumbo Ward,Mwanda Dispensary,Mwanda Dispensary,11687,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,141.0
fMaHgOPyJr9,Kenya,Kilifi County,Magarini Sub County,Magarini Ward,Mwangatini Dispensary,Mwangatini Dispensary,11689,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,173.0
ctpndI2zilA,Kenya,Uasin Gishu County,Turbo Sub County,Huruma Ward,Mwangaza Medical Clinic,Mwangaza Medical Clinic,16356,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,35.0
TblKjH1ctLD,Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Mwangaza Ulio Na Tumaini,Mwangaza Ulio Na Tumaini,20091,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,457.0
VVcbqmCinwl,Kenya,Kwale County,Lunga Lunga Sub County,Mwereni Ward,Mwangulu Dispensary,Mwangulu Dispensary,11691,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,385.0
KHcGc6wBwP4,Kenya,Kwale County,Lunga Lunga Sub County,Pongwe/Kikokeni Ward,Mwangwei Dispensary,Mwangwei Dispensary,20336,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,75.0
JU8hUkrXMJu,Kenya,Makueni County,Kibwezi West Sub County,Emali/Mulala Ward,Mwanyani Health Centre,Mwanyani Health Centre,12622,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,120.0
fcY1fkS6bL1,Kenya,Taita Taveta County,Mwatate Sub County,Chawia Ward,Mwatate Sub-County Hospital,Mwatate Sub-County Hospital,11695,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,443.0
lna5hD9un4O,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Mission (Our Lady of Lourdes) Hospital,Mwea Mission (Our Lady of Lourdes) Hospital,10808,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,235.0
cfROZdjYJFC,Kenya,Nyeri County,Kieni West Sub County,Mweiga Ward,Mweiga Health Centre,Mweiga Health Centre,10809,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,348.0
EUsFbtsSwIa,Kenya,Kilifi County,Kilifi South Sub County,Mwarakaya Ward,Mwembe Kati Dispensary,Mwembe Kati Dispensary,24136,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,55.0
lzOUpzvVUbj,Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Mwembe Tayari Dispensary,Mwembe Tayari Dispensary,11697,Closed not reporting,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,188.0
TmCa3KF8A1v,Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Mwembeni Dispensary,Mwembeni Dispensary,28724,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,94.0
R9fTJQSUjAc,Kenya,Siaya County,Alego Usonga Sub County,West Alego Ward,Mwer Dispensary,Mwer Dispensary,16788,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,45.0
cSJA4hwmlLm,Kenya,Kakamega County,Khwisero Sub County,Kisa North Ward,Mwihila Mission Hospital,Mwihila Mission Hospital,16058,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,182.0
X3SS0j72cX1,Kenya,Nairobi County,Kasarani Sub County,Mwiki Ward,Mwiki Health Centre,Mwiki Health Centre,29101,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,596.0
ClVMQmETF4u,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,Mwingi Level IV Hospital,Mwingi Level IV Hospital,12626,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,15.0,1031.0
P8a0Hl51hhe,Kenya,Nakuru County,Njoro Sub County,Mau Narok Ward,Mwisho wa Lami Dispensary,Mwisho wa Lami Dispensary,23253,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,153.0
eEVi7Ji3nke,Kenya,Nyamira County,Borabu Sub County,Mekenene Ward,Mwongori Dispensary,Mwongori Dispensary,13836,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,73.0
FMpAsudZLs4,Kenya,Bungoma County,Bumula Sub County,Kimaeti Ward,Myanga Dispensary,Myanga Dispensary,28817,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,107.0
qWhq6ucH0t0,Kenya,Meru County,Buuri East Sub County,Kiirua/Naari Ward,Naari Health Centre,Naari Health Centre,12631,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,115.0
F70niMJldXw,Kenya,Trans Nzoia County,Endebess Sub County,Chepchoina Ward,Nabeki Dispensary Public,Nabeki Dispensary Public,22576,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,209.0
