facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,51
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
GK Prison Dispensary (Machakos),Machakos Central Ward,Machakos Sub County,Machakos County,kY6qpwJgtAj,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,95
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,9
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,11
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,72
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,156
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,22
Lang'ata Health Centre (Ruiru),Kiuu Ward,Ruiru Sub County,Kiambu County,KyonjDmOEi9,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,419
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,8
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,67
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Manunga Health Centre,Kipipiri Ward,Kipipiri Sub County,Nyandarua County,KysFcG0IQYZ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,166
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,13
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,41
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Kosele Dispensary,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,KYUD8eEHcCn,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,127
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,15
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,7
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,19
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,26
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,19
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,10
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,279
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,17
Khwisero Health Centre,Kisa North Ward,Khwisero Sub County,Kakamega County,kyuG50xCh7R,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,566
Mogorwa Health Centre,Tenges Ward,Baringo Central Sub County,Baringo County,KzEBldPaRn1,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Mogorwa Health Centre,Tenges Ward,Baringo Central Sub County,Baringo County,KzEBldPaRn1,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,9
Mogorwa Health Centre,Tenges Ward,Baringo Central Sub County,Baringo County,KzEBldPaRn1,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,14
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,7
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,74
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,8
Shiseso Health Centre,Idakho North Ward,Ikolomani Sub County,Kakamega County,KzjIbQebF4W,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,156
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,2
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Seregeya Dispensary,Likuyani Ward,Likuyani Sub County,Kakamega County,KZokajoLAXf,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,25
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,20
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,157
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,8
Bama Hospital,Siaya Township Ward,Alego Usonga Sub County,Siaya County,kZP86ulsOJr,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,263
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,7
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
St Antony's Abossi Health Centre,Ololmasani Ward,Transmara East Sub County,Narok County,L0IyzmEvlro,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,16
AAR Clinic Sarit Centre (Westlands),Parklands/Highridge Ward,Westlands Sub County,Nairobi County,l0jxFYujGaJ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
AAR Clinic Sarit Centre (Westlands),Parklands/Highridge Ward,Westlands Sub County,Nairobi County,l0jxFYujGaJ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11
AAR Clinic Sarit Centre (Westlands),Parklands/Highridge Ward,Westlands Sub County,Nairobi County,l0jxFYujGaJ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,21
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,13
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,15
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,9
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,8
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,184
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Kiria-Ini Mission Hospital,Kiru Ward,Mathioya Sub County,Muranga County,l1J71xfA3v7,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,441
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,10
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,8
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,58
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,7
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,11
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,421
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,17
Mukuru Mmm Clinic,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County,l2TrhYBtbC8,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,869
St Patrick Health Care Centre,Kayole North Ward,Embakasi Central Sub County,Nairobi County,L3W78DWaVfN,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
St Patrick Health Care Centre,Kayole North Ward,Embakasi Central Sub County,Nairobi County,L3W78DWaVfN,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
St Patrick Health Care Centre,Kayole North Ward,Embakasi Central Sub County,Nairobi County,L3W78DWaVfN,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,19
St Patrick Health Care Centre,Kayole North Ward,Embakasi Central Sub County,Nairobi County,L3W78DWaVfN,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
St Patrick Health Care Centre,Kayole North Ward,Embakasi Central Sub County,Nairobi County,L3W78DWaVfN,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,72
Wachoro Dispensary,Mwea Ward,Mbeere South Sub County,Embu County,L4GDNxHEvSK,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Wachoro Dispensary,Mwea Ward,Mbeere South Sub County,Embu County,L4GDNxHEvSK,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Wachoro Dispensary,Mwea Ward,Mbeere South Sub County,Embu County,L4GDNxHEvSK,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Wachoro Dispensary,Mwea Ward,Mbeere South Sub County,Embu County,L4GDNxHEvSK,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,6
Wachoro Dispensary,Mwea Ward,Mbeere South Sub County,Embu County,L4GDNxHEvSK,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,19
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,10
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,10
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,114
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,7
Kigumo Health Centre (Kiambu East),Komothai Ward,Githunguri Sub County,Kiambu County,L4zWxlDYQw2,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,251
Matulo Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,L5iJ74Rc587,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Matulo Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,L5iJ74Rc587,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Matulo Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,L5iJ74Rc587,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10
Matulo Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,L5iJ74Rc587,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Matulo Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,L5iJ74Rc587,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,27
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,7
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,21
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,90
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,18
Kijawa Dispensary,Homa Bay West Ward,Homa Bay Town Sub County,Homa Bay County,L5vghcuxIpC,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,202
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,18
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,122
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,16
Kabarak Health Centre,Menengai West Ward,Rongai Sub County,Nakuru County,l6jqUUJvImb,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,247
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,19
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Njegas Health Centre,Kangai Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,l6VQkmptpcO,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,35
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,16
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,14
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,6
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,11
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,108
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,12
Bokoli Hospital,Bokoli Ward,Webuye West Sub County,Bungoma County,L7s7lF6nv95,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,298
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,8
Piave Dispensary,Njoro Ward,Njoro Sub County,Nakuru County,L7y9KrqaVNc,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,27
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,27
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,9
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,23
